model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
dwconv-bn-relu_lut_RH9DJF.onnx,22,576,576,3,2,0.69696,0.00576,0.11801
dwconv-bn-relu_lut_3LCNZL.onnx,22,768,768,3,1,3.71712,0.00768,0.393054
dwconv-bn-relu_lut_KY4G3Q.onnx,22,768,768,3,2,0.92928,0.00768,0.143806
dwconv-bn-relu_lut_3N1IAL.onnx,22,576,576,5,1,7.248384,0.014976,0.59877
dwconv-bn-relu_lut_5E63IZ.onnx,22,576,576,5,2,1.812096,0.014976,0.185284
dwconv-bn-relu_lut_T3EUO4.onnx,22,768,768,5,1,9.664512,0.019968,0.734178
dwconv-bn-relu_lut_2MWHFF.onnx,22,768,768,5,2,2.416128,0.019968,0.23960399999999998
dwconv-bn-relu_lut_A5THT8.onnx,22,448,448,3,1,2.16832,0.00448,0.220798
dwconv-bn-relu_lut_Q0SXHE.onnx,22,448,448,3,2,0.54208,0.00448,0.10797400000000001
dwconv-bn-relu_lut_ZNWD2E.onnx,22,672,672,3,1,3.25248,0.00672,0.330996
dwconv-bn-relu_lut_RDI3EH.onnx,22,672,672,3,2,0.81312,0.00672,0.11854800000000001
dwconv-bn-relu_lut_ZUZUYN.onnx,22,896,896,3,1,4.33664,0.00896,0.43428
dwconv-bn-relu_lut_WIA5LQ.onnx,22,896,896,3,2,1.08416,0.00896,0.156624
dwconv-bn-relu_lut_TZUKRU.onnx,22,448,448,5,1,5.637632,0.011648,0.479762
dwconv-bn-relu_lut_PBKPB8.onnx,22,448,448,5,2,1.409408,0.011648,0.15675200000000003
dwconv-bn-relu_lut_HBH0IY.onnx,22,672,672,5,1,8.456448,0.017472,0.667686
dwconv-bn-relu_lut_BURQFM.onnx,22,672,672,5,2,2.114112,0.017472,0.21269400000000002
dwconv-bn-relu_lut_AM4ZWU.onnx,22,896,896,5,1,11.275264,0.023296,0.8567940000000001
dwconv-bn-relu_lut_WQA328.onnx,22,896,896,5,2,2.818816,0.023296,0.254778
dwconv-bn-relu_lut_OODYF3.onnx,22,1024,1024,3,1,4.95616,0.01024,0.475556
dwconv-bn-relu_lut_MIX81N.onnx,22,1024,1024,3,2,1.23904,0.01024,0.16888200000000003
dwconv-bn-relu_lut_LXX3DX.onnx,22,1024,1024,5,1,12.886016,0.026624,0.9374039999999999
dwconv-bn-relu_lut_YT4GIL.onnx,22,1024,1024,5,2,3.221504,0.026624,0.28984600000000005
dwconv-bn-relu_lut_83VD8G.onnx,21,320,320,3,1,1.4112,0.0032,0.16397
dwconv-bn-relu_lut_ISB2MH.onnx,21,320,320,3,2,0.3528,0.0032,0.07771
dwconv-bn-relu_lut_4PPNBH.onnx,21,480,480,3,1,2.1168,0.0048,0.22738400000000003
dwconv-bn-relu_lut_6FQUY6.onnx,21,480,480,3,2,0.5292,0.0048,0.09305200000000002
dwconv-bn-relu_lut_W8OJ00.onnx,21,640,640,3,1,2.8224,0.0064,0.306968
dwconv-bn-relu_lut_KQANLZ.onnx,21,640,640,3,2,0.7056,0.0064,0.12933399999999998
dwconv-bn-relu_lut_M12D2D.onnx,21,320,320,5,1,3.66912,0.00832,0.346244
dwconv-bn-relu_lut_5S3LZ4.onnx,21,320,320,5,2,0.91728,0.00832,0.12676000000000004
dwconv-bn-relu_lut_E37M4P.onnx,21,480,480,5,1,5.50368,0.01248,0.454592
dwconv-bn-relu_lut_HFUNJR.onnx,21,480,480,5,2,1.37592,0.01248,0.17608000000000001
dwconv-bn-relu_lut_1DYB2S.onnx,21,640,640,5,1,7.33824,0.01664,0.554736
dwconv-bn-relu_lut_IUSCG3.onnx,21,640,640,5,2,1.83456,0.01664,0.200572
dwconv-bn-relu_lut_0BQ7V4.onnx,21,576,576,3,1,2.54016,0.00576,0.27060399999999996
dwconv-bn-relu_lut_OGAH39.onnx,21,576,576,3,2,0.63504,0.00576,0.11304
dwconv-bn-relu_lut_ZZW7LO.onnx,21,768,768,3,1,3.38688,0.00768,0.337638
dwconv-bn-relu_lut_Q0ZEVE.onnx,21,768,768,3,2,0.84672,0.00768,0.13462000000000002
dwconv-bn-relu_lut_GV2XYI.onnx,21,576,576,5,1,6.604416,0.014976,0.494442
dwconv-bn-relu_lut_FE8R4R.onnx,21,576,576,5,2,1.651104,0.014976,0.176804
dwconv-bn-relu_lut_ZY1BZT.onnx,21,768,768,5,1,8.805888,0.019968,0.728638
dwconv-bn-relu_lut_DKYS2U.onnx,21,768,768,5,2,2.201472,0.019968,0.21983599999999998
dwconv-bn-relu_lut_MKLF8Q.onnx,21,448,448,3,1,1.97568,0.00448,0.21616400000000002
dwconv-bn-relu_lut_MFA88W.onnx,21,448,448,3,2,0.49392,0.00448,0.100528
dwconv-bn-relu_lut_205HZT.onnx,21,672,672,3,1,2.96352,0.00672,0.295882
dwconv-bn-relu_lut_Y7RJW3.onnx,21,672,672,3,2,0.74088,0.00672,0.11699399999999999
dwconv-bn-relu_lut_X61DMB.onnx,21,896,896,3,1,3.95136,0.00896,0.44126999999999994
dwconv-bn-relu_lut_QBNTR6.onnx,21,896,896,3,2,0.98784,0.00896,0.161068
dwconv-bn-relu_lut_DUP8LW.onnx,21,448,448,5,1,5.136768,0.011648,0.403576
dwconv-bn-relu_lut_S8KKGQ.onnx,21,448,448,5,2,1.284192,0.011648,0.139606
dwconv-bn-relu_lut_NJR1RQ.onnx,21,672,672,5,1,7.705152,0.017472,0.5885960000000001
dwconv-bn-relu_lut_GO6COD.onnx,21,672,672,5,2,1.926288,0.017472,0.232304
dwconv-bn-relu_lut_MOK2K9.onnx,21,896,896,5,1,10.273536,0.023296,0.788972
dwconv-bn-relu_lut_3DF2HK.onnx,21,896,896,5,2,2.568384,0.023296,0.26580800000000004
dwconv-bn-relu_lut_GQQF4X.onnx,21,1024,1024,3,1,4.51584,0.01024,0.453958
dwconv-bn-relu_lut_EYXM2L.onnx,21,1024,1024,3,2,1.12896,0.01024,0.16966599999999998
dwconv-bn-relu_lut_3NTCTY.onnx,21,1024,1024,5,1,11.741184,0.026624,0.9083459999999999
dwconv-bn-relu_lut_KG2GSG.onnx,21,1024,1024,5,2,2.935296,0.026624,0.292844
dwconv-bn-relu_lut_HJT68X.onnx,20,320,320,3,1,1.28,0.0032,0.15906199999999998
dwconv-bn-relu_lut_CWBGY6.onnx,20,320,320,3,2,0.32,0.0032,0.082992
dwconv-bn-relu_lut_120EPQ.onnx,20,480,480,3,1,1.92,0.0048,0.238102
dwconv-bn-relu_lut_V72SLE.onnx,20,480,480,3,2,0.48,0.0048,0.09601599999999999
dwconv-bn-relu_lut_7Y082S.onnx,20,640,640,3,1,2.56,0.0064,0.290192
dwconv-bn-relu_lut_XGW4KI.onnx,20,640,640,3,2,0.64,0.0064,0.10805000000000001
dwconv-bn-relu_lut_4YX2MW.onnx,20,320,320,5,1,3.328,0.00832,0.30239
dwconv-bn-relu_lut_AAXQ6S.onnx,20,320,320,5,2,0.832,0.00832,0.114198
dwconv-bn-relu_lut_KAI12I.onnx,20,480,480,5,1,4.992,0.01248,0.41046
dwconv-bn-relu_lut_LHINNU.onnx,20,480,480,5,2,1.248,0.01248,0.142498
dwconv-bn-relu_lut_6MIP2C.onnx,20,640,640,5,1,6.656,0.01664,0.524418
dwconv-bn-relu_lut_RMSS8Q.onnx,20,640,640,5,2,1.664,0.01664,0.16670400000000002
dwconv-bn-relu_lut_MGI9AT.onnx,20,576,576,3,1,2.304,0.00576,0.256772
dwconv-bn-relu_lut_LVJIGK.onnx,20,576,576,3,2,0.576,0.00576,0.09818
dwconv-bn-relu_lut_WFR8Y0.onnx,20,768,768,3,1,3.072,0.00768,0.30777600000000005
dwconv-bn-relu_lut_U8XRLR.onnx,20,768,768,3,2,0.768,0.00768,0.12070000000000002
dwconv-bn-relu_lut_9RWLPF.onnx,20,576,576,5,1,5.9904,0.014976,0.4732659999999999
dwconv-bn-relu_lut_ETYMT5.onnx,20,576,576,5,2,1.4976,0.014976,0.16037200000000001
dwconv-bn-relu_lut_4PSKXU.onnx,20,768,768,5,1,7.9872,0.019968,0.6279520000000001
dwconv-bn-relu_lut_O6U8QV.onnx,20,768,768,5,2,1.9968,0.019968,0.18473400000000004
dwconv-bn-relu_lut_XP60PX.onnx,20,448,448,3,1,1.792,0.00448,0.20098799999999997
dwconv-bn-relu_lut_4I18YO.onnx,20,448,448,3,2,0.448,0.00448,0.09170799999999998
dwconv-bn-relu_lut_ATZM40.onnx,20,672,672,3,1,2.688,0.00672,0.28411200000000003
dwconv-bn-relu_lut_KDCQD4.onnx,20,672,672,3,2,0.672,0.00672,0.10988600000000001
dwconv-bn-relu_lut_BR9MDN.onnx,20,896,896,3,1,3.584,0.00896,0.38885400000000003
dwconv-bn-relu_lut_PNAVHK.onnx,20,896,896,3,2,0.896,0.00896,0.13522
dwconv-bn-relu_lut_GLQP93.onnx,20,448,448,5,1,4.6592,0.011648,0.38676799999999995
dwconv-bn-relu_lut_5I47WF.onnx,20,448,448,5,2,1.1648,0.011648,0.136392
dwconv-bn-relu_lut_JJ72PY.onnx,20,672,672,5,1,6.9888,0.017472,0.5324099999999999
dwconv-bn-relu_lut_IYS8OE.onnx,20,672,672,5,2,1.7472,0.017472,0.17876200000000003
dwconv-bn-relu_lut_J8CB0S.onnx,20,896,896,5,1,9.3184,0.023296,0.840858
dwconv-bn-relu_lut_YKV297.onnx,20,896,896,5,2,2.3296,0.023296,0.222758
dwconv-bn-relu_lut_LKRT07.onnx,20,1024,1024,3,1,4.096,0.01024,0.516106
dwconv-bn-relu_lut_BFE08K.onnx,20,1024,1024,3,2,1.024,0.01024,0.142824
dwconv-bn-relu_lut_YRDJJN.onnx,20,1024,1024,5,1,10.6496,0.026624,0.8353219999999999
dwconv-bn-relu_lut_U71LG6.onnx,20,1024,1024,5,2,2.6624,0.026624,0.244274
dwconv-bn-relu_lut_PZ40QR.onnx,14,192,192,3,1,0.37632,0.00192,0.08369599999999999
dwconv-bn-relu_lut_QA9L7Q.onnx,14,192,192,3,2,0.09408,0.00192,0.05538000000000001
dwconv-bn-relu_lut_SW5TCC.onnx,14,288,288,3,1,0.56448,0.00288,0.09199799999999998
dwconv-bn-relu_lut_CYVPKK.onnx,14,288,288,3,2,0.14112,0.00288,0.061364
dwconv-bn-relu_lut_7PKCHJ.onnx,14,384,384,3,1,0.75264,0.00384,0.11358199999999999
dwconv-bn-relu_lut_K2XD86.onnx,14,384,384,3,2,0.18816,0.00384,0.06584799999999999
dwconv-bn-relu_lut_HUO1A0.onnx,14,192,192,5,1,0.978432,0.004992,0.153074
dwconv-bn-relu_lut_QFTXO7.onnx,14,192,192,5,2,0.244608,0.004992,0.066978
dwconv-bn-relu_lut_6KCBJ1.onnx,14,288,288,5,1,1.467648,0.007488,0.155638
dwconv-bn-relu_lut_7UMC38.onnx,14,288,288,5,2,0.366912,0.007488,0.083174
dwconv-bn-relu_lut_X7ZFGJ.onnx,14,384,384,5,1,1.956864,0.009984,0.205888
dwconv-bn-relu_lut_QF9DCK.onnx,14,384,384,5,2,0.489216,0.009984,0.07878000000000003
dwconv-bn-relu_lut_YGAWNS.onnx,14,256,256,3,1,0.50176,0.00256,0.09137200000000001
dwconv-bn-relu_lut_XH5VHJ.onnx,14,256,256,3,2,0.12544,0.00256,0.058494000000000004
dwconv-bn-relu_lut_8YZC82.onnx,14,512,512,3,1,1.00352,0.00512,0.12869199999999997
dwconv-bn-relu_lut_BC3F5W.onnx,14,512,512,3,2,0.25088,0.00512,0.08749599999999999
dwconv-bn-relu_lut_G2FH57.onnx,14,256,256,5,1,1.304576,0.006656,0.14444400000000002
dwconv-bn-relu_lut_6S0FSX.onnx,14,256,256,5,2,0.326144,0.006656,0.08644800000000001
dwconv-bn-relu_lut_P2YJ3Y.onnx,14,512,512,5,1,2.609152,0.013312,0.2361
dwconv-bn-relu_lut_CHR3W0.onnx,14,512,512,5,2,0.652288,0.013312,0.10070599999999999
dwconv-bn-relu_lut_LH0JQ4.onnx,14,320,320,3,1,0.6272,0.0032,0.099184
dwconv-bn-relu_lut_U2ENCD.onnx,14,320,320,3,2,0.1568,0.0032,0.060020000000000004
dwconv-bn-relu_lut_HVW3X1.onnx,14,480,480,3,1,0.9408,0.0048,0.129492
dwconv-bn-relu_lut_XPEBVR.onnx,14,480,480,3,2,0.2352,0.0048,0.071076
dwconv-bn-relu_lut_HNEAY3.onnx,14,640,640,3,1,1.2544,0.0064,0.15619600000000003
dwconv-bn-relu_lut_8BO1RJ.onnx,14,640,640,3,2,0.3136,0.0064,0.090388
dwconv-bn-relu_lut_XPVPFM.onnx,14,320,320,5,1,1.63072,0.00832,0.16743800000000003
dwconv-bn-relu_lut_F6VYW4.onnx,14,320,320,5,2,0.40768,0.00832,0.095582
dwconv-bn-relu_lut_SQFBBH.onnx,14,480,480,5,1,2.44608,0.01248,0.2258
dwconv-bn-relu_lut_IKPEI6.onnx,14,480,480,5,2,0.61152,0.01248,0.09159600000000001
dwconv-bn-relu_lut_4O52JJ.onnx,14,640,640,5,1,3.26144,0.01664,0.281388
dwconv-bn-relu_lut_TD2G8N.onnx,14,640,640,5,2,0.81536,0.01664,0.11321600000000001
dwconv-bn-relu_lut_AFGIJN.onnx,14,576,576,3,1,1.12896,0.00576,0.15404800000000002
dwconv-bn-relu_lut_GTXGSQ.onnx,14,576,576,3,2,0.28224,0.00576,0.076484
dwconv-bn-relu_lut_PI7ST8.onnx,14,768,768,3,1,1.50528,0.00768,0.182278
dwconv-bn-relu_lut_OJHBBA.onnx,14,768,768,3,2,0.37632,0.00768,0.08644
dwconv-bn-relu_lut_PIFV57.onnx,14,576,576,5,1,2.935296,0.014976,0.263882
dwconv-bn-relu_lut_94EH1J.onnx,14,576,576,5,2,0.733824,0.014976,0.108576
dwconv-bn-relu_lut_AIYLOH.onnx,14,768,768,5,1,3.913728,0.019968,0.32844799999999996
dwconv-bn-relu_lut_EIGEKE.onnx,14,768,768,5,2,0.978432,0.019968,0.12984199999999999
dwconv-bn-relu_lut_BSVY90.onnx,14,448,448,3,1,0.87808,0.00448,0.127692
dwconv-bn-relu_lut_1WB6I5.onnx,14,448,448,3,2,0.21952,0.00448,0.068378
dwconv-bn-relu_lut_NZKV8G.onnx,14,672,672,3,1,1.31712,0.00672,0.160348
dwconv-bn-relu_lut_CUF01G.onnx,14,672,672,3,2,0.32928,0.00672,0.090638
dwconv-bn-relu_lut_MEB9R9.onnx,14,896,896,3,1,1.75616,0.00896,0.199054
dwconv-bn-relu_lut_CQV7TN.onnx,14,896,896,3,2,0.43904,0.00896,0.08477599999999999
dwconv-bn-relu_lut_XTU220.onnx,14,448,448,5,1,2.283008,0.011648,0.21666600000000003
dwconv-bn-relu_lut_W0RX7X.onnx,14,448,448,5,2,0.570752,0.011648,0.100074
dwconv-bn-relu_lut_PCO4EZ.onnx,14,672,672,5,1,3.424512,0.017472,0.29908
dwconv-bn-relu_lut_F521U3.onnx,14,672,672,5,2,0.856128,0.017472,0.11786400000000002
dwconv-bn-relu_lut_G6RVTQ.onnx,14,896,896,5,1,4.566016,0.023296,0.362014
dwconv-bn-relu_lut_BTZ1EA.onnx,14,896,896,5,2,1.141504,0.023296,0.128694
dwconv-bn-relu_lut_TMCJI2.onnx,14,1024,1024,3,1,2.00704,0.01024,0.21730600000000003
dwconv-bn-relu_lut_1OIGB8.onnx,14,1024,1024,3,2,0.50176,0.01024,0.09580599999999997
dwconv-bn-relu_lut_JCDUP5.onnx,14,1024,1024,5,1,5.218304,0.026624,0.40718400000000005
dwconv-bn-relu_lut_VXGNEV.onnx,14,1024,1024,5,2,1.304576,0.026624,0.151964
dwconv-bn-relu_lut_9E0RLD.onnx,13,192,192,3,1,0.32448,0.00192,0.074964
dwconv-bn-relu_lut_X4284I.onnx,13,192,192,3,2,0.08112,0.00192,0.05470200000000001
dwconv-bn-relu_lut_3S3MHA.onnx,13,288,288,3,1,0.48672,0.00288,0.09320399999999998
dwconv-bn-relu_lut_EQBNCJ.onnx,13,288,288,3,2,0.12168,0.00288,0.05473800000000001
dwconv-bn-relu_lut_MI5MWQ.onnx,13,384,384,3,1,0.64896,0.00384,0.11513799999999999
dwconv-bn-relu_lut_Z2OU56.onnx,13,384,384,3,2,0.16224,0.00384,0.06422399999999999
dwconv-bn-relu_lut_5VYKSF.onnx,13,192,192,5,1,0.843648,0.004992,0.11169400000000002
dwconv-bn-relu_lut_RDJ1UF.onnx,13,192,192,5,2,0.210912,0.004992,0.06532999999999999
dwconv-bn-relu_lut_F7AT4P.onnx,13,288,288,5,1,1.265472,0.007488,0.14325
dwconv-bn-relu_lut_OGISCA.onnx,13,288,288,5,2,0.316368,0.007488,0.075076
dwconv-bn-relu_lut_S0QNR1.onnx,13,384,384,5,1,1.687296,0.009984,0.173628
dwconv-bn-relu_lut_G588EK.onnx,13,384,384,5,2,0.421824,0.009984,0.081348
dwconv-bn-relu_lut_5KS54U.onnx,13,256,256,3,1,0.43264,0.00256,0.084772
dwconv-bn-relu_lut_5LFU4F.onnx,13,256,256,3,2,0.10816,0.00256,0.055054000000000006
dwconv-bn-relu_lut_EPMG90.onnx,13,512,512,3,1,0.86528,0.00512,0.125484
dwconv-bn-relu_lut_0NTOAK.onnx,13,512,512,3,2,0.21632,0.00512,0.071112
dwconv-bn-relu_lut_JIAHYT.onnx,13,256,256,5,1,1.124864,0.006656,0.11708600000000001
dwconv-bn-relu_lut_TW9IO9.onnx,13,256,256,5,2,0.281216,0.006656,0.07384200000000002
dwconv-bn-relu_lut_MMRDA5.onnx,13,512,512,5,1,2.249728,0.013312,0.21381
dwconv-bn-relu_lut_A36H8E.onnx,13,512,512,5,2,0.562432,0.013312,0.10045799999999998
dwconv-bn-relu_lut_FPJQGV.onnx,13,320,320,3,1,0.5408,0.0032,0.15633200000000003
dwconv-bn-relu_lut_L227N7.onnx,13,320,320,3,2,0.1352,0.0032,0.06204600000000001
dwconv-bn-relu_lut_59XREM.onnx,13,480,480,3,1,0.8112,0.0048,0.11958200000000001
dwconv-bn-relu_lut_LA5FB8.onnx,13,480,480,3,2,0.2028,0.0048,0.07002799999999999
dwconv-bn-relu_lut_3FD3SI.onnx,13,640,640,3,1,1.0816,0.0064,0.14351200000000003
dwconv-bn-relu_lut_A8I15Z.onnx,13,640,640,3,2,0.2704,0.0064,0.080396
dwconv-bn-relu_lut_3ETCHL.onnx,13,320,320,5,1,1.40608,0.00832,0.151562
dwconv-bn-relu_lut_NA9JEJ.onnx,13,320,320,5,2,0.35152,0.00832,0.07807
dwconv-bn-relu_lut_OHUUJW.onnx,13,480,480,5,1,2.10912,0.01248,0.20069200000000004
dwconv-bn-relu_lut_VEU23G.onnx,13,480,480,5,2,0.52728,0.01248,0.096088
dwconv-bn-relu_lut_SLXBIN.onnx,13,640,640,5,1,2.81216,0.01664,0.24767000000000003
dwconv-bn-relu_lut_YJYOG7.onnx,13,640,640,5,2,0.70304,0.01664,0.112088
dwconv-bn-relu_lut_SCAD2L.onnx,13,576,576,3,1,0.97344,0.00576,0.13441999999999998
dwconv-bn-relu_lut_D5KZ5Y.onnx,13,576,576,3,2,0.24336,0.00576,0.074714
dwconv-bn-relu_lut_UG3PUK.onnx,13,768,768,3,1,1.29792,0.00768,0.16230999999999998
dwconv-bn-relu_lut_OQ2N39.onnx,13,768,768,3,2,0.32448,0.00768,0.08799799999999999
dwconv-bn-relu_lut_I32XVH.onnx,13,576,576,5,1,2.530944,0.014976,0.232614
dwconv-bn-relu_lut_71S5G0.onnx,13,576,576,5,2,0.632736,0.014976,0.10534400000000001
dwconv-bn-relu_lut_JZ2PVF.onnx,13,768,768,5,1,3.374592,0.019968,0.2965479999999999
dwconv-bn-relu_lut_1H4MV9.onnx,13,768,768,5,2,0.843648,0.019968,0.113358
dwconv-bn-relu_lut_Y63BG1.onnx,13,448,448,3,1,0.75712,0.00448,0.103124
dwconv-bn-relu_lut_Z2V52D.onnx,13,448,448,3,2,0.18928,0.00448,0.092146
dwconv-bn-relu_lut_60U0DJ.onnx,13,672,672,3,1,1.13568,0.00672,0.150016
dwconv-bn-relu_lut_7J6J06.onnx,13,672,672,3,2,0.28392,0.00672,0.079864
dwconv-bn-relu_lut_Q5O4NM.onnx,13,896,896,3,1,1.51424,0.00896,0.18426200000000004
dwconv-bn-relu_lut_XA2P9S.onnx,13,896,896,3,2,0.37856,0.00896,0.09185
dwconv-bn-relu_lut_YZAE5M.onnx,13,448,448,5,1,1.968512,0.011648,0.20636
dwconv-bn-relu_lut_ULADCK.onnx,13,448,448,5,2,0.492128,0.011648,0.10356599999999999
dwconv-bn-relu_lut_61NZVD.onnx,13,672,672,5,1,2.952768,0.017472,0.269112
dwconv-bn-relu_lut_SUO2A4.onnx,13,672,672,5,2,0.738192,0.017472,0.11491200000000001
dwconv-bn-relu_lut_PFCJJG.onnx,13,896,896,5,1,3.937024,0.023296,0.33556199999999997
dwconv-bn-relu_lut_VO5JG5.onnx,13,896,896,5,2,0.984256,0.023296,0.13878399999999996
dwconv-bn-relu_lut_LQOTOZ.onnx,13,1024,1024,3,1,1.73056,0.01024,0.196488
dwconv-bn-relu_lut_QMEY11.onnx,13,1024,1024,3,2,0.43264,0.01024,0.098562
dwconv-bn-relu_lut_EWEXGD.onnx,13,1024,1024,5,1,4.499456,0.026624,0.370124
dwconv-bn-relu_lut_KZ2H3Z.onnx,13,1024,1024,5,2,1.124864,0.026624,0.20406800000000003
dwconv-bn-relu_lut_TNMQ63.onnx,12,192,192,3,1,0.27648,0.00192,0.071794
dwconv-bn-relu_lut_8F6J5Y.onnx,12,192,192,3,2,0.06912,0.00192,0.05312199999999999
dwconv-bn-relu_lut_FV4QK8.onnx,12,288,288,3,1,0.41472,0.00288,0.083542
dwconv-bn-relu_lut_CQYF5D.onnx,12,288,288,3,2,0.10368,0.00288,0.056264
dwconv-bn-relu_lut_4NOPJY.onnx,12,384,384,3,1,0.55296,0.00384,0.09468599999999999
dwconv-bn-relu_lut_MD42YB.onnx,12,384,384,3,2,0.13824,0.00384,0.058128000000000006
dwconv-bn-relu_lut_GPNQKD.onnx,12,192,192,5,1,0.718848,0.004992,0.109788
dwconv-bn-relu_lut_ML6Y05.onnx,12,192,192,5,2,0.179712,0.004992,0.059696
dwconv-bn-relu_lut_ZSXRFT.onnx,12,288,288,5,1,1.078272,0.007488,0.12868999999999997
dwconv-bn-relu_lut_1JP8ZF.onnx,12,288,288,5,2,0.269568,0.007488,0.06277
dwconv-bn-relu_lut_VLUSLU.onnx,12,384,384,5,1,1.437696,0.009984,0.15254600000000001
dwconv-bn-relu_lut_ATF0CG.onnx,12,384,384,5,2,0.359424,0.009984,0.07388
dwconv-bn-relu_lut_P20U7K.onnx,12,256,256,3,1,0.36864,0.00256,0.07865
dwconv-bn-relu_lut_L47V5E.onnx,12,256,256,3,2,0.09216,0.00256,0.05468200000000001
dwconv-bn-relu_lut_V7P6XN.onnx,12,512,512,3,1,0.73728,0.00512,0.113198
dwconv-bn-relu_lut_1QCLRA.onnx,12,512,512,3,2,0.18432,0.00512,0.06407399999999999
dwconv-bn-relu_lut_CXWQ13.onnx,12,256,256,5,1,0.958464,0.006656,0.11741000000000001
dwconv-bn-relu_lut_LODFSH.onnx,12,256,256,5,2,0.239616,0.006656,0.064578
dwconv-bn-relu_lut_052TQC.onnx,12,512,512,5,1,1.916928,0.013312,0.18711399999999997
dwconv-bn-relu_lut_1AXS0W.onnx,12,512,512,5,2,0.479232,0.013312,0.09326600000000002
dwconv-bn-relu_lut_4NYMT8.onnx,12,320,320,3,1,0.4608,0.0032,0.085834
dwconv-bn-relu_lut_UDFLM8.onnx,12,320,320,3,2,0.1152,0.0032,0.05539200000000001
dwconv-bn-relu_lut_D1NUGE.onnx,12,480,480,3,1,0.6912,0.0048,0.09762
dwconv-bn-relu_lut_RKTKZU.onnx,12,480,480,3,2,0.1728,0.0048,0.056984
dwconv-bn-relu_lut_36WVA3.onnx,12,640,640,3,1,0.9216,0.0064,0.12895
dwconv-bn-relu_lut_AAXVWN.onnx,12,640,640,3,2,0.2304,0.0064,0.06721400000000001
dwconv-bn-relu_lut_W0E8KD.onnx,12,320,320,5,1,1.19808,0.00832,0.133054
dwconv-bn-relu_lut_DA0I9Y.onnx,12,320,320,5,2,0.29952,0.00832,0.068082
dwconv-bn-relu_lut_UGG77Q.onnx,12,480,480,5,1,1.79712,0.01248,0.17775999999999997
dwconv-bn-relu_lut_2B8TTV.onnx,12,480,480,5,2,0.44928,0.01248,0.07783400000000001
dwconv-bn-relu_lut_ZAR44M.onnx,12,640,640,5,1,2.39616,0.01664,0.21684000000000003
dwconv-bn-relu_lut_BJC7F8.onnx,12,640,640,5,2,0.59904,0.01664,0.09543599999999999
dwconv-bn-relu_lut_FQPRJT.onnx,12,576,576,3,1,0.82944,0.00576,0.12145800000000001
dwconv-bn-relu_lut_XCYFTH.onnx,12,576,576,3,2,0.20736,0.00576,0.06521199999999999
dwconv-bn-relu_lut_A5F2XS.onnx,12,768,768,3,1,1.10592,0.00768,0.159654
dwconv-bn-relu_lut_S58WTC.onnx,12,768,768,3,2,0.27648,0.00768,0.08151800000000001
dwconv-bn-relu_lut_4PSQZ9.onnx,12,576,576,5,1,2.156544,0.014976,0.20377599999999996
dwconv-bn-relu_lut_YPHG7O.onnx,12,576,576,5,2,0.539136,0.014976,0.104002
dwconv-bn-relu_lut_RM9LMC.onnx,12,768,768,5,1,2.875392,0.019968,0.252116
dwconv-bn-relu_lut_HYCGCP.onnx,12,768,768,5,2,0.718848,0.019968,0.10172800000000001
dwconv-bn-relu_lut_D1MAVJ.onnx,12,448,448,3,1,0.64512,0.00448,0.1655
dwconv-bn-relu_lut_ORTBU1.onnx,12,448,448,3,2,0.16128,0.00448,0.0648
dwconv-bn-relu_lut_D5TFTH.onnx,12,672,672,3,1,0.96768,0.00672,0.154804
dwconv-bn-relu_lut_DWY0DJ.onnx,12,672,672,3,2,0.24192,0.00672,0.070126
dwconv-bn-relu_lut_ODQWLK.onnx,12,896,896,3,1,1.29024,0.00896,0.15051
dwconv-bn-relu_lut_DS1V1D.onnx,12,896,896,3,2,0.32256,0.00896,0.088714
dwconv-bn-relu_lut_GJEA2F.onnx,12,448,448,5,1,1.677312,0.011648,0.168706
dwconv-bn-relu_lut_H9BE32.onnx,12,448,448,5,2,0.419328,0.011648,0.07792000000000002
dwconv-bn-relu_lut_B0L9PB.onnx,12,672,672,5,1,2.515968,0.017472,0.22846
dwconv-bn-relu_lut_CMK5HR.onnx,12,672,672,5,2,0.628992,0.017472,0.09301200000000001
dwconv-bn-relu_lut_QBA44K.onnx,12,896,896,5,1,3.354624,0.023296,0.28409399999999996
dwconv-bn-relu_lut_VDG8CQ.onnx,12,896,896,5,2,0.838656,0.023296,0.113082
dwconv-bn-relu_lut_3ZO66V.onnx,12,1024,1024,3,1,1.47456,0.01024,0.17537800000000003
dwconv-bn-relu_lut_9NRNV7.onnx,12,1024,1024,3,2,0.36864,0.01024,0.081982
dwconv-bn-relu_lut_LRXVW0.onnx,12,1024,1024,5,1,3.833856,0.026624,0.3191980000000001
dwconv-bn-relu_lut_8HAUAY.onnx,12,1024,1024,5,2,0.958464,0.026624,0.118028
dwconv-bn-relu_lut_AT8H8Y.onnx,11,192,192,3,1,0.23232,0.00192,0.065754
dwconv-bn-relu_lut_ENFOVR.onnx,11,192,192,3,2,0.05808,0.00192,0.047265999999999996
dwconv-bn-relu_lut_7P0REC.onnx,11,288,288,3,1,0.34848,0.00288,0.07296799999999999
dwconv-bn-relu_lut_UOWA3L.onnx,11,288,288,3,2,0.08712,0.00288,0.07316600000000001
dwconv-bn-relu_lut_G1BN6G.onnx,11,384,384,3,1,0.46464,0.00384,0.08863599999999999
