model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
dwconv-bn-relu_lut_IW93ZV.onnx,44,96,96,5,2,1.208064,0.002496,0.15911199999999998
dwconv-bn-relu_lut_N0NWTU.onnx,44,128,128,5,1,6.443008,0.003328,0.568206
dwconv-bn-relu_lut_3XS1OO.onnx,44,128,128,5,2,1.610752,0.003328,0.169308
dwconv-bn-relu_lut_4JRF55.onnx,44,192,192,3,1,3.71712,0.00192,0.41432800000000003
dwconv-bn-relu_lut_QM4F86.onnx,44,192,192,3,2,0.92928,0.00192,0.141672
dwconv-bn-relu_lut_9VWUH0.onnx,44,256,256,3,1,4.95616,0.00256,0.48734999999999995
dwconv-bn-relu_lut_WPN68S.onnx,44,256,256,3,2,1.23904,0.00256,0.16784800000000005
dwconv-bn-relu_lut_M7JC4W.onnx,44,192,192,5,1,9.664512,0.004992,0.81559
dwconv-bn-relu_lut_YYBZYL.onnx,44,192,192,5,2,2.416128,0.004992,0.23448799999999997
dwconv-bn-relu_lut_ZQG6V6.onnx,44,256,256,5,1,12.886016,0.006656,1.022564
dwconv-bn-relu_lut_VMF0V8.onnx,44,256,256,5,2,3.221504,0.006656,0.2973
dwconv-bn-relu_lut_8XKXTG.onnx,44,288,288,3,1,5.57568,0.00288,0.567488
dwconv-bn-relu_lut_1K3JN7.onnx,44,288,288,3,2,1.39392,0.00288,0.18527199999999996
dwconv-bn-relu_lut_QYX816.onnx,44,384,384,3,1,7.43424,0.00384,0.7260660000000001
dwconv-bn-relu_lut_NDCMCM.onnx,44,384,384,3,2,1.85856,0.00384,0.275664
dwconv-bn-relu_lut_5D8NIJ.onnx,44,288,288,5,1,14.496768,0.007488,1.177358
dwconv-bn-relu_lut_SNSLJK.onnx,44,288,288,5,2,3.624192,0.007488,0.33577199999999996
dwconv-bn-relu_lut_WR8EOL.onnx,44,384,384,5,1,19.329024,0.009984,1.5701399999999999
dwconv-bn-relu_lut_6VYX0S.onnx,44,384,384,5,2,4.832256,0.009984,0.47685
dwconv-bn-relu_lut_RA6HJL.onnx,42,64,64,3,1,1.12896,0.00064,0.246792
dwconv-bn-relu_lut_CFCJDO.onnx,42,64,64,3,2,0.28224,0.00064,0.08377200000000001
dwconv-bn-relu_lut_Y6AOBR.onnx,42,96,96,3,1,1.69344,0.00096,0.226018
dwconv-bn-relu_lut_M6TX8I.onnx,42,96,96,3,2,0.42336,0.00096,0.095088
dwconv-bn-relu_lut_O10SI5.onnx,42,128,128,3,1,2.25792,0.00128,0.269308
dwconv-bn-relu_lut_4S4HNF.onnx,42,128,128,3,2,0.56448,0.00128,0.105864
dwconv-bn-relu_lut_WB2O2F.onnx,42,64,64,5,1,2.935296,0.001664,0.32015000000000005
dwconv-bn-relu_lut_1LJQ34.onnx,42,64,64,5,2,0.733824,0.001664,0.117068
dwconv-bn-relu_lut_SL1OUM.onnx,42,96,96,5,1,4.402944,0.002496,0.4160520000000001
dwconv-bn-relu_lut_WV8QEO.onnx,42,96,96,5,2,1.100736,0.002496,0.14805
dwconv-bn-relu_lut_G4PBZW.onnx,42,128,128,5,1,5.870592,0.003328,0.5177660000000002
dwconv-bn-relu_lut_5HSCYX.onnx,42,128,128,5,2,1.467648,0.003328,0.17144
dwconv-bn-relu_lut_WAO7O6.onnx,42,192,192,3,1,3.38688,0.00192,0.36855
dwconv-bn-relu_lut_MAS0XI.onnx,42,192,192,3,2,0.84672,0.00192,0.129678
dwconv-bn-relu_lut_OMJMUW.onnx,42,256,256,3,1,4.51584,0.00256,0.455232
dwconv-bn-relu_lut_4QAG4U.onnx,42,256,256,3,2,1.12896,0.00256,0.16842000000000001
dwconv-bn-relu_lut_ZULSBX.onnx,42,192,192,5,1,8.805888,0.004992,0.755396
dwconv-bn-relu_lut_3TSPOY.onnx,42,192,192,5,2,2.201472,0.004992,0.21844999999999995
dwconv-bn-relu_lut_KHH6HF.onnx,42,256,256,5,1,11.741184,0.006656,1.043756
dwconv-bn-relu_lut_FZ8LL2.onnx,42,256,256,5,2,2.935296,0.006656,0.27284600000000003
dwconv-bn-relu_lut_FPEM13.onnx,42,288,288,3,1,5.08032,0.00288,0.50831
dwconv-bn-relu_lut_7TQ8TO.onnx,42,288,288,3,2,1.27008,0.00288,0.1703
dwconv-bn-relu_lut_NDCU76.onnx,42,384,384,3,1,6.77376,0.00384,0.631642
dwconv-bn-relu_lut_UG95WH.onnx,42,384,384,3,2,1.69344,0.00384,0.21780000000000002
dwconv-bn-relu_lut_M514YK.onnx,42,288,288,5,1,13.208832,0.007488,1.0349979999999999
dwconv-bn-relu_lut_3J4WM6.onnx,42,288,288,5,2,3.302208,0.007488,0.296384
dwconv-bn-relu_lut_LBDF80.onnx,42,384,384,5,1,17.611776,0.009984,1.3171059999999999
dwconv-bn-relu_lut_5K1TGS.onnx,42,384,384,5,2,4.402944,0.009984,0.3805780000000001
dwconv-bn-relu_lut_JG8ABZ.onnx,40,64,64,3,1,1.024,0.00064,0.163134
dwconv-bn-relu_lut_SUTM6O.onnx,40,64,64,3,2,0.256,0.00064,0.075334
dwconv-bn-relu_lut_URB3EI.onnx,40,96,96,3,1,1.536,0.00096,0.212
dwconv-bn-relu_lut_VP1KP0.onnx,40,96,96,3,2,0.384,0.00096,0.09151799999999999
dwconv-bn-relu_lut_E8L2YD.onnx,40,128,128,3,1,2.048,0.00128,0.241988
dwconv-bn-relu_lut_HC32YO.onnx,40,128,128,3,2,0.512,0.00128,0.099546
dwconv-bn-relu_lut_NWW494.onnx,40,64,64,5,1,2.6624,0.001664,0.29455600000000004
dwconv-bn-relu_lut_X8FL8D.onnx,40,64,64,5,2,0.6656,0.001664,0.11021600000000002
dwconv-bn-relu_lut_81SI8G.onnx,40,96,96,5,1,3.9936,0.002496,0.390876
dwconv-bn-relu_lut_NE7GDE.onnx,40,96,96,5,2,0.9984,0.002496,0.134832
dwconv-bn-relu_lut_69P89K.onnx,40,128,128,5,1,5.3248,0.003328,0.467408
dwconv-bn-relu_lut_1DN2QP.onnx,40,128,128,5,2,1.3312,0.003328,0.158584
dwconv-bn-relu_lut_ION5YM.onnx,40,192,192,3,1,3.072,0.00192,0.341978
dwconv-bn-relu_lut_QUNO4K.onnx,40,192,192,3,2,0.768,0.00192,0.11922200000000001
dwconv-bn-relu_lut_NDLYHN.onnx,40,256,256,3,1,4.096,0.00256,0.43634199999999995
dwconv-bn-relu_lut_QC55CW.onnx,40,256,256,3,2,1.024,0.00256,0.144806
dwconv-bn-relu_lut_NQIOAJ.onnx,40,192,192,5,1,7.9872,0.004992,0.6642600000000001
dwconv-bn-relu_lut_75N9GH.onnx,40,192,192,5,2,1.9968,0.004992,0.20133400000000007
dwconv-bn-relu_lut_2Y82KG.onnx,40,256,256,5,1,10.6496,0.006656,0.8488559999999999
dwconv-bn-relu_lut_EE6LR4.onnx,40,256,256,5,2,2.6624,0.006656,0.27600600000000003
dwconv-bn-relu_lut_WE4U7B.onnx,40,288,288,3,1,4.608,0.00288,0.497706
dwconv-bn-relu_lut_4FO4B8.onnx,40,288,288,3,2,1.152,0.00288,0.200806
dwconv-bn-relu_lut_7JAWCW.onnx,40,384,384,3,1,6.144,0.00384,0.5831339999999999
dwconv-bn-relu_lut_C1T01Q.onnx,40,384,384,3,2,1.536,0.00384,0.207312
dwconv-bn-relu_lut_SN7OKY.onnx,40,288,288,5,1,11.9808,0.007488,0.949316
dwconv-bn-relu_lut_7MD27W.onnx,40,288,288,5,2,2.9952,0.007488,0.28752600000000006
dwconv-bn-relu_lut_0919ET.onnx,40,384,384,5,1,15.9744,0.009984,1.202972
dwconv-bn-relu_lut_9CAMVP.onnx,40,384,384,5,2,3.9936,0.009984,0.348154
dwconv-bn-relu_lut_LQ5D83.onnx,28,64,64,3,1,0.50176,0.00064,0.10437199999999999
dwconv-bn-relu_lut_KG19XX.onnx,28,64,64,5,1,1.304576,0.001664,0.169104
dwconv-bn-relu_lut_RTFRI4.onnx,27,64,64,3,1,0.46656,0.00064,0.09946399999999998
dwconv-bn-relu_lut_0MV3HT.onnx,27,64,64,5,1,1.213056,0.001664,0.15821999999999997
dwconv-bn-relu_lut_OK0CTY.onnx,26,64,64,3,1,0.43264,0.00064,0.09438999999999997
dwconv-bn-relu_lut_RRNB7X.onnx,26,64,64,5,1,1.124864,0.001664,0.15078999999999998
dwconv-bn-relu_lut_NKTLGH.onnx,25,64,64,3,1,0.4,0.00064,0.09086999999999999
dwconv-bn-relu_lut_S78KC0.onnx,25,64,64,5,1,1.04,0.001664,0.14670999999999998
dwconv-bn-relu_lut_J0OAID.onnx,24,64,64,3,1,0.36864,0.00064,0.089284
dwconv-bn-relu_lut_3LD2NG.onnx,24,64,64,5,1,0.958464,0.001664,0.13280200000000003
dwconv-bn-relu_lut_UQHG3M.onnx,23,64,64,3,1,0.33856,0.00064,0.084524
dwconv-bn-relu_lut_KZCR9X.onnx,23,64,64,5,1,0.880256,0.001664,0.12911
dwconv-bn-relu_lut_8IQSNT.onnx,22,64,64,3,1,0.30976,0.00064,0.08238000000000001
dwconv-bn-relu_lut_R6660S.onnx,22,64,64,5,1,0.805376,0.001664,0.223088
dwconv-bn-relu_lut_DSHZYE.onnx,21,64,64,3,1,0.28224,0.00064,0.07939800000000002
dwconv-bn-relu_lut_9NOY3I.onnx,21,64,64,5,1,0.733824,0.001664,0.11527200000000003
dwconv-bn-relu_lut_6QKHS2.onnx,20,64,64,3,1,0.256,0.00064,0.07678400000000002
dwconv-bn-relu_lut_IQPFFA.onnx,20,64,64,5,1,0.6656,0.001664,0.10991000000000001
dwconv-bn-relu_lut_A9RVTC.onnx,28,32,32,3,2,0.06272,0.00032,0.05547
dwconv-bn-relu_lut_BF2IJD.onnx,14,48,48,3,1,0.09408,0.00048,0.055688
dwconv-bn-relu_lut_OAHSGN.onnx,28,32,32,5,2,0.163072,0.000832,0.065768
dwconv-bn-relu_lut_DWIT9C.onnx,14,48,48,5,1,0.244608,0.001248,0.06757600000000002
dwconv-bn-relu_lut_MGBQ7A.onnx,14,64,64,3,1,0.12544,0.00064,0.06111000000000002
dwconv-bn-relu_lut_7NM337.onnx,14,64,64,5,1,0.326144,0.001664,0.07717000000000002
dwconv-bn-relu_lut_AEH8D7.onnx,28,48,48,3,2,0.09408,0.00048,0.05696999999999999
dwconv-bn-relu_lut_2TPSX8.onnx,28,48,48,5,2,0.244608,0.001248,0.066942
dwconv-bn-relu_lut_DAIQKH.onnx,28,64,64,3,2,0.12544,0.00064,0.06020600000000002
dwconv-bn-relu_lut_XVJ975.onnx,28,64,64,5,2,0.326144,0.001664,0.07794000000000001
dwconv-bn-relu_lut_61PP9G.onnx,27,32,32,3,2,0.05832,0.00032,0.05495000000000001
dwconv-bn-relu_lut_S8IWBH.onnx,13,48,48,3,1,0.08112,0.00048,0.055796
dwconv-bn-relu_lut_K3AKJB.onnx,27,32,32,5,2,0.151632,0.000832,0.06643
dwconv-bn-relu_lut_88VOCC.onnx,13,48,48,5,1,0.210912,0.001248,0.066934
dwconv-bn-relu_lut_KWN6SD.onnx,13,64,64,3,1,0.10816,0.00064,0.05862800000000001
dwconv-bn-relu_lut_7GKM3P.onnx,13,64,64,5,1,0.281216,0.001664,0.07419600000000001
dwconv-bn-relu_lut_T8ZRUW.onnx,27,48,48,3,2,0.08748,0.00048,0.05733
dwconv-bn-relu_lut_80ZZHM.onnx,27,48,48,5,2,0.227448,0.001248,0.06928600000000001
dwconv-bn-relu_lut_E5H9QK.onnx,27,64,64,3,2,0.11664,0.00064,0.06011200000000002
dwconv-bn-relu_lut_13QJ4C.onnx,27,64,64,5,2,0.303264,0.001664,0.07748200000000001
dwconv-bn-relu_lut_P7EZLC.onnx,26,32,32,3,2,0.05408,0.00032,0.054158
dwconv-bn-relu_lut_3VPZDZ.onnx,26,32,32,5,2,0.140608,0.000832,0.06363
dwconv-bn-relu_lut_AB3RFY.onnx,26,48,48,3,2,0.08112,0.00048,0.053583999999999986
dwconv-bn-relu_lut_G9DTYT.onnx,26,48,48,5,2,0.210912,0.001248,0.06610599999999997
dwconv-bn-relu_lut_Z869XJ.onnx,26,64,64,3,2,0.10816,0.00064,0.058422
dwconv-bn-relu_lut_STUZO2.onnx,26,64,64,5,2,0.281216,0.001664,0.07418400000000001
dwconv-bn-relu_lut_U45861.onnx,25,32,32,3,2,0.05,0.00032,0.054622
dwconv-bn-relu_lut_YLTE24.onnx,12,48,48,3,1,0.06912,0.00048,0.05568000000000001
dwconv-bn-relu_lut_UTLM1K.onnx,25,32,32,5,2,0.13,0.000832,0.063748
dwconv-bn-relu_lut_34IJCH.onnx,12,48,48,5,1,0.179712,0.001248,0.06361000000000001
dwconv-bn-relu_lut_Q4F9BX.onnx,12,64,64,3,1,0.09216,0.00064,0.05411800000000001
dwconv-bn-relu_lut_9IBF5F.onnx,12,64,64,5,1,0.239616,0.001664,0.06958800000000001
dwconv-bn-relu_lut_7BMUQ9.onnx,25,48,48,3,2,0.075,0.00048,0.056048
dwconv-bn-relu_lut_95Q3G4.onnx,25,48,48,5,2,0.195,0.001248,0.117858
dwconv-bn-relu_lut_ATNTOC.onnx,25,64,64,3,2,0.1,0.00064,0.080158
dwconv-bn-relu_lut_RWHDZK.onnx,25,64,64,5,2,0.26,0.001664,0.07311600000000001
dwconv-bn-relu_lut_B57HEE.onnx,24,32,32,3,2,0.04608,0.00032,0.05298
dwconv-bn-relu_lut_YSPX3C.onnx,24,32,32,5,2,0.119808,0.000832,0.05983799999999999
dwconv-bn-relu_lut_KHU21F.onnx,24,48,48,3,2,0.06912,0.00048,0.054206000000000004
dwconv-bn-relu_lut_ESOCWK.onnx,24,48,48,5,2,0.179712,0.001248,0.06119
dwconv-bn-relu_lut_A19BCI.onnx,24,64,64,3,2,0.09216,0.00064,0.055384
dwconv-bn-relu_lut_FGRNW9.onnx,24,64,64,5,2,0.239616,0.001664,0.067834
dwconv-bn-relu_lut_0NC5L7.onnx,23,32,32,3,2,0.04232,0.00032,0.052301999999999994
dwconv-bn-relu_lut_2QQV1Y.onnx,11,48,48,3,1,0.05808,0.00048,0.05293799999999999
dwconv-bn-relu_lut_BCD069.onnx,23,32,32,5,2,0.110032,0.000832,0.061222000000000006
dwconv-bn-relu_lut_I5ZV6D.onnx,11,48,48,5,1,0.151008,0.001248,0.05972999999999999
dwconv-bn-relu_lut_1ZWNWB.onnx,11,64,64,3,1,0.07744,0.00064,0.05549199999999999
dwconv-bn-relu_lut_824MYU.onnx,11,64,64,5,1,0.201344,0.001664,0.065616
dwconv-bn-relu_lut_UEAP51.onnx,23,48,48,3,2,0.06348,0.00048,0.05451600000000001
dwconv-bn-relu_lut_FDJKWE.onnx,23,48,48,5,2,0.165048,0.001248,0.06249200000000001
dwconv-bn-relu_lut_4Y2XFH.onnx,23,64,64,3,2,0.08464,0.00064,0.057387999999999995
dwconv-bn-relu_lut_DCQ4BZ.onnx,23,64,64,5,2,0.220064,0.001664,0.06778400000000001
dwconv-bn-relu_lut_N4JPGR.onnx,22,32,32,3,2,0.03872,0.00032,0.05004599999999999
dwconv-bn-relu_lut_MRB96H.onnx,22,32,32,5,2,0.100672,0.000832,0.057854
dwconv-bn-relu_lut_QHXE3H.onnx,22,48,48,3,2,0.05808,0.00048,0.051947999999999994
dwconv-bn-relu_lut_ZVGLKW.onnx,22,48,48,5,2,0.151008,0.001248,0.058972000000000004
dwconv-bn-relu_lut_DFTJZD.onnx,22,64,64,3,2,0.07744,0.00064,0.05452199999999999
dwconv-bn-relu_lut_FG3ZWR.onnx,22,64,64,5,2,0.201344,0.001664,0.06606
dwconv-bn-relu_lut_LSFTPB.onnx,21,32,32,3,2,0.03528,0.00032,0.05134999999999999
dwconv-bn-relu_lut_T5PE75.onnx,10,48,48,3,1,0.048,0.00048,0.051641999999999987
dwconv-bn-relu_lut_RAXP5K.onnx,21,32,32,5,2,0.091728,0.000832,0.058158
dwconv-bn-relu_lut_KM4IKG.onnx,10,48,48,5,1,0.1248,0.001248,0.058984
dwconv-bn-relu_lut_S5NYZ8.onnx,10,64,64,3,1,0.064,0.00064,0.053834
dwconv-bn-relu_lut_L0PSVJ.onnx,10,64,64,5,1,0.1664,0.001664,0.06270399999999998
dwconv-bn-relu_lut_8OTVYE.onnx,21,48,48,3,2,0.05292,0.00048,0.053346000000000005
dwconv-bn-relu_lut_JG1S2N.onnx,21,48,48,5,2,0.137592,0.001248,0.05945799999999998
dwconv-bn-relu_lut_KP3GYT.onnx,21,64,64,3,2,0.07056,0.00064,0.05617599999999999
dwconv-bn-relu_lut_EYYM7W.onnx,21,64,64,5,2,0.183456,0.001664,0.06651
dwconv-bn-relu_lut_UDWNPS.onnx,20,32,32,3,2,0.032,0.00032,0.050274
dwconv-bn-relu_lut_FITLE3.onnx,20,32,32,5,2,0.0832,0.000832,0.056846
dwconv-bn-relu_lut_ZDNKT4.onnx,20,48,48,3,2,0.048,0.00048,0.051241999999999996
dwconv-bn-relu_lut_YAMH03.onnx,20,48,48,5,2,0.1248,0.001248,0.06004400000000001
dwconv-bn-relu_lut_OQ0E8T.onnx,20,64,64,3,2,0.064,0.00064,0.054082
dwconv-bn-relu_lut_FYZW72.onnx,20,64,64,5,2,0.1664,0.001664,0.060475999999999995
dwconv-bn-relu_lut_IJO1FM.onnx,56,512,512,3,1,16.05632,0.00512,1.5408119999999998
dwconv-bn-relu_lut_8SZE54.onnx,56,512,512,3,2,4.01408,0.00512,0.440688
dwconv-bn-relu_lut_UQJQ1G.onnx,56,512,512,5,1,41.746432,0.013312,3.340478
dwconv-bn-relu_lut_B0NIJF.onnx,56,512,512,5,2,10.436608,0.013312,0.7826960000000001
dwconv-bn-relu_lut_WXLLHV.onnx,54,512,512,3,1,14.92992,0.00512,1.515902
dwconv-bn-relu_lut_NMG6KB.onnx,54,512,512,3,2,3.73248,0.00512,0.414846
dwconv-bn-relu_lut_3ZY9PZ.onnx,54,512,512,5,1,38.817792,0.013312,2.9692940000000005
dwconv-bn-relu_lut_YD1HHF.onnx,54,512,512,5,2,9.704448,0.013312,0.784296
dwconv-bn-relu_lut_TQBXK2.onnx,52,512,512,3,1,13.84448,0.00512,1.365766
dwconv-bn-relu_lut_KPT02V.onnx,52,512,512,3,2,3.46112,0.00512,0.373938
dwconv-bn-relu_lut_D8SGRE.onnx,52,512,512,5,1,35.995648,0.013312,2.631216
dwconv-bn-relu_lut_LQ9TD6.onnx,52,512,512,5,2,8.998912,0.013312,0.724882
dwconv-bn-relu_lut_IUOIMK.onnx,50,512,512,3,1,12.8,0.00512,1.1594959999999999
dwconv-bn-relu_lut_GDUBLN.onnx,50,512,512,3,2,3.2,0.00512,0.365902
dwconv-bn-relu_lut_C8WGY3.onnx,50,512,512,5,1,33.28,0.013312,2.4435459999999996
dwconv-bn-relu_lut_L4GK5I.onnx,50,512,512,5,2,8.32,0.013312,0.688058
dwconv-bn-relu_lut_HPP6DD.onnx,48,512,512,3,1,11.79648,0.00512,1.094336
dwconv-bn-relu_lut_3A0H8D.onnx,48,512,512,3,2,2.94912,0.00512,0.34957999999999995
dwconv-bn-relu_lut_8H7AAL.onnx,48,512,512,5,1,30.670848,0.013312,2.452664
dwconv-bn-relu_lut_KVPWEC.onnx,48,512,512,5,2,7.667712,0.013312,0.674204
dwconv-bn-relu_lut_YNZZ4G.onnx,46,512,512,3,1,10.83392,0.00512,1.091282
dwconv-bn-relu_lut_17HKGX.onnx,46,512,512,3,2,2.70848,0.00512,0.318082
dwconv-bn-relu_lut_CE6KIT.onnx,46,512,512,5,1,28.168192,0.013312,2.1058139999999996
dwconv-bn-relu_lut_7E7P3Z.onnx,46,512,512,5,2,7.042048,0.013312,0.595028
dwconv-bn-relu_lut_OM27V6.onnx,44,512,512,3,1,9.91232,0.00512,0.9441620000000001
dwconv-bn-relu_lut_P88X7V.onnx,44,512,512,3,2,2.47808,0.00512,0.303686
dwconv-bn-relu_lut_8PF7HO.onnx,44,512,512,5,1,25.772032,0.013312,1.892646
dwconv-bn-relu_lut_HKO1D8.onnx,44,512,512,5,2,6.443008,0.013312,0.5465180000000001
dwconv-bn-relu_lut_KRBAOE.onnx,42,512,512,3,1,9.03168,0.00512,0.859814
dwconv-bn-relu_lut_WLXVLM.onnx,42,512,512,3,2,2.25792,0.00512,0.29357
dwconv-bn-relu_lut_2DR4RQ.onnx,42,512,512,5,1,23.482368,0.013312,2.1080759999999996
dwconv-bn-relu_lut_HGOO7B.onnx,42,512,512,5,2,5.870592,0.013312,0.520636
dwconv-bn-relu_lut_EZTRQF.onnx,40,512,512,3,1,8.192,0.00512,0.7722819999999999
dwconv-bn-relu_lut_6UBK5Y.onnx,40,512,512,3,2,2.048,0.00512,0.275884
dwconv-bn-relu_lut_Q7LQBB.onnx,40,512,512,5,1,21.2992,0.013312,1.5621800000000001
dwconv-bn-relu_lut_HV6NN2.onnx,40,512,512,5,2,5.3248,0.013312,0.47594800000000004
dwconv-bn-relu_lut_BQOTWX.onnx,28,128,128,3,1,1.00352,0.00128,0.143104
dwconv-bn-relu_lut_SMADLR.onnx,28,128,128,3,2,0.25088,0.00128,0.07027800000000001
dwconv-bn-relu_lut_GD5LH0.onnx,28,192,192,3,1,1.50528,0.00192,0.187668
dwconv-bn-relu_lut_X00K1L.onnx,28,192,192,3,2,0.37632,0.00192,0.08476799999999998
dwconv-bn-relu_lut_G3X2XP.onnx,28,256,256,3,1,2.00704,0.00256,0.227288
dwconv-bn-relu_lut_D76OS2.onnx,28,256,256,3,2,0.50176,0.00256,0.09606200000000001
dwconv-bn-relu_lut_2JIL4K.onnx,28,128,128,5,1,2.609152,0.003328,0.25638
dwconv-bn-relu_lut_EZOSGD.onnx,28,128,128,5,2,0.652288,0.003328,0.102442
dwconv-bn-relu_lut_U7QPN5.onnx,28,192,192,5,1,3.913728,0.004992,0.459144
dwconv-bn-relu_lut_FYA5U2.onnx,28,192,192,5,2,0.978432,0.004992,0.12503999999999998
dwconv-bn-relu_lut_A7EN2J.onnx,28,256,256,5,1,5.218304,0.006656,0.432922
dwconv-bn-relu_lut_10EYJ9.onnx,28,256,256,5,2,1.304576,0.006656,0.15149400000000002
dwconv-bn-relu_lut_YSVP0D.onnx,28,288,288,3,1,2.25792,0.00288,0.25058800000000003
dwconv-bn-relu_lut_LD7C4J.onnx,28,288,288,3,2,0.56448,0.00288,0.10344999999999999
dwconv-bn-relu_lut_DPWHPS.onnx,28,384,384,3,1,3.01056,0.00384,0.305442
dwconv-bn-relu_lut_43BK8Y.onnx,28,384,384,3,2,0.75264,0.00384,0.11734
dwconv-bn-relu_lut_QX0P77.onnx,28,288,288,5,1,5.870592,0.007488,0.496936
dwconv-bn-relu_lut_MBT1JE.onnx,28,288,288,5,2,1.467648,0.007488,0.15168400000000004
dwconv-bn-relu_lut_HYWFNK.onnx,28,384,384,5,1,7.827456,0.009984,0.634038
dwconv-bn-relu_lut_JQYJ5O.onnx,28,384,384,5,2,1.956864,0.009984,0.19313000000000002
dwconv-bn-relu_lut_QBVY7W.onnx,28,512,512,3,1,4.01408,0.00512,0.42228599999999994
dwconv-bn-relu_lut_X457OQ.onnx,28,512,512,3,2,1.00352,0.00512,0.137714
dwconv-bn-relu_lut_08IORO.onnx,28,512,512,5,1,10.436608,0.013312,0.81765
dwconv-bn-relu_lut_6OU64M.onnx,28,512,512,5,2,2.609152,0.013312,0.24285600000000002
dwconv-bn-relu_lut_KIQYCT.onnx,27,128,128,3,1,0.93312,0.00128,0.13612200000000002
dwconv-bn-relu_lut_W8IBAG.onnx,27,128,128,3,2,0.23328,0.00128,0.07087199999999999
dwconv-bn-relu_lut_S2X6DA.onnx,27,192,192,3,1,1.39968,0.00192,0.17678400000000002
dwconv-bn-relu_lut_BNTXGL.onnx,27,192,192,3,2,0.34992,0.00192,0.08554600000000001
dwconv-bn-relu_lut_OC4VDS.onnx,27,256,256,3,1,1.86624,0.00256,0.2047
dwconv-bn-relu_lut_YUP5KT.onnx,27,256,256,3,2,0.46656,0.00256,0.11866400000000002
dwconv-bn-relu_lut_NILGN9.onnx,27,128,128,5,1,2.426112,0.003328,0.24116999999999997
dwconv-bn-relu_lut_0JQHKF.onnx,27,128,128,5,2,0.606528,0.003328,0.100774
dwconv-bn-relu_lut_7V5SG0.onnx,27,192,192,5,1,3.639168,0.004992,0.322272
dwconv-bn-relu_lut_XZAQ1Q.onnx,27,192,192,5,2,0.909792,0.004992,0.12441
dwconv-bn-relu_lut_52OG9W.onnx,27,256,256,5,1,4.852224,0.006656,0.402658
dwconv-bn-relu_lut_4BSOAY.onnx,27,256,256,5,2,1.213056,0.006656,0.263598
dwconv-bn-relu_lut_BYI7G2.onnx,27,288,288,3,1,2.09952,0.00288,0.23248000000000005
dwconv-bn-relu_lut_RTYD65.onnx,27,288,288,3,2,0.52488,0.00288,0.10089000000000001
dwconv-bn-relu_lut_D2GR7L.onnx,27,384,384,3,1,2.79936,0.00384,0.29034799999999994
dwconv-bn-relu_lut_M6C8F7.onnx,27,384,384,3,2,0.69984,0.00384,0.11519799999999997
dwconv-bn-relu_lut_N7PJYD.onnx,27,288,288,5,1,5.458752,0.007488,0.452176
dwconv-bn-relu_lut_FNR00N.onnx,27,288,288,5,2,1.364688,0.007488,0.16087599999999996
dwconv-bn-relu_lut_EZ44QI.onnx,27,384,384,5,1,7.278336,0.009984,0.6198739999999998
dwconv-bn-relu_lut_CBJNI1.onnx,27,384,384,5,2,1.819584,0.009984,0.193562
dwconv-bn-relu_lut_1DVCPP.onnx,27,512,512,3,1,3.73248,0.00512,0.41295000000000004
dwconv-bn-relu_lut_7YXL9K.onnx,27,512,512,3,2,0.93312,0.00512,0.17897999999999997
dwconv-bn-relu_lut_6CLBHJ.onnx,27,512,512,5,1,9.704448,0.013312,0.7766560000000001
dwconv-bn-relu_lut_SSM1V7.onnx,27,512,512,5,2,2.426112,0.013312,0.229288
dwconv-bn-relu_lut_PS9MQD.onnx,26,128,128,3,1,0.86528,0.00128,0.246674
dwconv-bn-relu_lut_H79OWS.onnx,26,128,128,3,2,0.21632,0.00128,0.066464
dwconv-bn-relu_lut_0X3447.onnx,26,192,192,3,1,1.29792,0.00192,0.165586
dwconv-bn-relu_lut_BOFN49.onnx,26,192,192,3,2,0.32448,0.00192,0.08127000000000001
dwconv-bn-relu_lut_1G57N6.onnx,26,256,256,3,1,1.73056,0.00256,0.20473799999999998
dwconv-bn-relu_lut_J8Q692.onnx,26,256,256,3,2,0.43264,0.00256,0.09057599999999998
dwconv-bn-relu_lut_M548TD.onnx,26,128,128,5,1,2.249728,0.003328,0.226452
dwconv-bn-relu_lut_ZYROBO.onnx,26,128,128,5,2,0.562432,0.003328,0.09262200000000001
dwconv-bn-relu_lut_JUINLX.onnx,26,192,192,5,1,3.374592,0.004992,0.301712
dwconv-bn-relu_lut_PUNQS5.onnx,26,192,192,5,2,0.843648,0.004992,0.11536200000000002
dwconv-bn-relu_lut_LN7VIP.onnx,26,256,256,5,1,4.499456,0.006656,0.379842
dwconv-bn-relu_lut_2N0YMU.onnx,26,256,256,5,2,1.124864,0.006656,0.139754
dwconv-bn-relu_lut_063PHQ.onnx,26,288,288,3,1,1.94688,0.00288,0.22283999999999998
dwconv-bn-relu_lut_E4QVEI.onnx,26,288,288,3,2,0.48672,0.00288,0.09539799999999998
dwconv-bn-relu_lut_QD6GS1.onnx,26,384,384,3,1,2.59584,0.00384,0.272412
dwconv-bn-relu_lut_BAG1S7.onnx,26,384,384,3,2,0.64896,0.00384,0.10945799999999999
dwconv-bn-relu_lut_L27K2I.onnx,26,288,288,5,1,5.061888,0.007488,0.427582
dwconv-bn-relu_lut_VCJATM.onnx,26,288,288,5,2,1.265472,0.007488,0.14933999999999997
