model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
conv-bn-relu_lut_DKUR0T.onnx,224,3,16,3,2,5.619712,0.000448,0.8051239999999998
conv-bn-relu_lut_9O99ZB.onnx,224,3,32,3,2,11.239424,0.000896,0.933082
conv-bn-relu_lut_5W7SM4.onnx,208,3,16,3,2,4.845568,0.000448,0.698448
conv-bn-relu_lut_TBWNAT.onnx,208,3,32,3,2,9.691136,0.000896,0.89193
conv-bn-relu_lut_IQ3391.onnx,192,3,16,3,2,4.128768,0.000448,0.662498
conv-bn-relu_lut_VK6MDH.onnx,192,3,32,3,2,8.257536,0.000896,0.7191339999999999
conv-bn-relu_lut_30OFBK.onnx,176,3,16,3,2,3.469312,0.000448,0.49684199999999995
conv-bn-relu_lut_U83CZ5.onnx,176,3,32,3,2,6.938624,0.000896,0.6432279999999999
conv-bn-relu_lut_26NM3V.onnx,160,3,16,3,2,2.8672,0.000448,0.4062819999999999
conv-bn-relu_lut_825DHF.onnx,160,3,32,3,2,5.7344,0.000896,0.49870399999999987
conv-bn-relu_lut_YD4LSO.onnx,5,320,1280,1,1,10.272,0.41088,0.161046
conv-bn-relu_lut_LVSMHM.onnx,5,336,1280,1,1,10.784,0.43136,0.16568999999999998
conv-bn-relu_lut_R7PUC1.onnx,5,352,1280,1,1,11.296,0.45184,0.169562
conv-bn-relu_lut_4CFYLD.onnx,5,368,1280,1,1,11.808,0.47232,0.174164
conv-bn-relu_lut_NJVOCH.onnx,5,384,1280,1,1,12.32,0.4928,0.19150999999999999
conv-bn-relu_lut_000WHU.onnx,5,400,1280,1,1,12.832,0.51328,0.19278199999999998
conv-bn-relu_lut_9905RP.onnx,5,416,1280,1,1,13.344,0.53376,0.19701600000000002
conv-bn-relu_lut_KYTGSV.onnx,5,432,1280,1,1,13.856,0.55424,0.206964
conv-bn-relu_lut_ISMVOY.onnx,6,320,1280,1,1,14.79168,0.41088,0.19228399999999998
conv-bn-relu_lut_J17JPS.onnx,6,336,1280,1,1,15.52896,0.43136,0.197938
conv-bn-relu_lut_6JK63E.onnx,6,352,1280,1,1,16.26624,0.45184,0.198668
conv-bn-relu_lut_L1JZ8Q.onnx,6,368,1280,1,1,17.00352,0.47232,0.210862
conv-bn-relu_lut_X8DPJD.onnx,6,384,1280,1,1,17.7408,0.4928,0.213468
conv-bn-relu_lut_HRYLVA.onnx,6,400,1280,1,1,18.47808,0.51328,0.209492
conv-bn-relu_lut_JEIRI6.onnx,6,416,1280,1,1,19.21536,0.53376,0.22093200000000002
conv-bn-relu_lut_SFC34N.onnx,6,432,1280,1,1,19.95264,0.55424,0.22768
conv-bn-relu_lut_9286WI.onnx,7,320,1280,1,1,20.13312,0.41088,0.252322
conv-bn-relu_lut_BIVDG1.onnx,7,336,1280,1,1,21.13664,0.43136,0.25858000000000003
conv-bn-relu_lut_GWVZXE.onnx,7,352,1280,1,1,22.14016,0.45184,0.275046
conv-bn-relu_lut_1268LK.onnx,7,368,1280,1,1,23.14368,0.47232,0.28161400000000003
conv-bn-relu_lut_VPPDH8.onnx,7,384,1280,1,1,24.1472,0.4928,0.28720999999999997
conv-bn-relu_lut_0V1TZZ.onnx,7,400,1280,1,1,25.15072,0.51328,0.30774
conv-bn-relu_lut_AI67J3.onnx,7,416,1280,1,1,26.15424,0.53376,0.31055799999999995
conv-bn-relu_lut_HPSVVK.onnx,7,432,1280,1,1,27.15776,0.55424,0.324288
conv-bn-relu_lut_Y77PFS.onnx,1,1280,1920,1,1,2.45952,2.45952,0.19642600000000005
conv-bn-relu_lut_7EQ88J.onnx,112,16,16,1,1,3.411968,0.000272,0.189534
conv-bn-relu_lut_N0JDRB.onnx,56,16,16,1,1,0.852992,0.000272,0.079012
conv-bn-relu_lut_PTV05O.onnx,112,16,16,1,2,0.852992,0.000272,0.11533399999999999
conv-bn-relu_lut_P8TS7V.onnx,112,16,32,1,1,6.823936,0.000544,0.24054399999999998
conv-bn-relu_lut_KICUYU.onnx,112,32,32,1,1,13.246464,0.001056,0.33291400000000004
conv-bn-relu_lut_DXO6M8.onnx,56,16,32,1,1,1.705984,0.000544,0.100978
conv-bn-relu_lut_KBEWXR.onnx,56,32,32,1,1,3.311616,0.001056,0.12286599999999999
conv-bn-relu_lut_67TBT7.onnx,112,16,32,1,2,1.705984,0.000544,0.133994
conv-bn-relu_lut_H3BUSH.onnx,112,32,16,1,1,6.623232,0.000528,0.21159799999999995
conv-bn-relu_lut_4ZQIWI.onnx,56,32,16,1,1,1.655808,0.000528,0.08633400000000002
conv-bn-relu_lut_0WW5B4.onnx,112,32,16,1,2,1.655808,0.000528,0.12584599999999999
conv-bn-relu_lut_M4O7VE.onnx,112,32,32,1,2,3.311616,0.001056,0.15048
conv-bn-relu_lut_NA1T3Z.onnx,108,16,16,1,1,3.172608,0.000272,0.177486
conv-bn-relu_lut_Q87Q4B.onnx,54,16,16,1,1,0.793152,0.000272,0.083154
conv-bn-relu_lut_Q1IT14.onnx,108,16,16,1,2,0.793152,0.000272,0.115426
conv-bn-relu_lut_0XNMSQ.onnx,108,16,32,1,1,6.345216,0.000544,0.238332
conv-bn-relu_lut_YC2133.onnx,108,32,32,1,1,12.317184,0.001056,0.301052
conv-bn-relu_lut_NW387T.onnx,54,16,32,1,1,1.586304,0.000544,0.09676399999999999
conv-bn-relu_lut_HZZYB3.onnx,54,32,32,1,1,3.079296,0.001056,0.10981000000000003
conv-bn-relu_lut_R6UB9Q.onnx,108,16,32,1,2,1.586304,0.000544,0.123936
conv-bn-relu_lut_UVNM6R.onnx,108,32,16,1,1,6.158592,0.000528,0.20117
conv-bn-relu_lut_1DQ47Q.onnx,54,32,16,1,1,1.539648,0.000528,0.088396
conv-bn-relu_lut_N5U1HW.onnx,108,32,16,1,2,1.539648,0.000528,0.12073799999999998
conv-bn-relu_lut_G7Z8PN.onnx,108,32,32,1,2,3.079296,0.001056,0.150354
conv-bn-relu_lut_WCOUXR.onnx,104,16,16,1,1,2.941952,0.000272,0.184288
conv-bn-relu_lut_WXXXBC.onnx,52,16,16,1,1,0.735488,0.000272,0.082644
conv-bn-relu_lut_AEF6XQ.onnx,104,16,16,1,2,0.735488,0.000272,0.112532
conv-bn-relu_lut_EKTKM7.onnx,104,16,32,1,1,5.883904,0.000544,0.22026400000000002
conv-bn-relu_lut_ADIART.onnx,104,32,32,1,1,11.421696,0.001056,0.278266
conv-bn-relu_lut_IPB9YD.onnx,52,16,32,1,1,1.470976,0.000544,0.086906
conv-bn-relu_lut_HSD0E9.onnx,52,32,32,1,1,2.855424,0.001056,0.106242
conv-bn-relu_lut_YTJ48J.onnx,104,16,32,1,2,1.470976,0.000544,0.11983200000000001
conv-bn-relu_lut_XK4B7Z.onnx,104,32,16,1,1,5.710848,0.000528,0.17638400000000004
conv-bn-relu_lut_4L5I2L.onnx,52,32,16,1,1,1.427712,0.000528,0.076536
conv-bn-relu_lut_2G7AUW.onnx,104,32,16,1,2,1.427712,0.000528,0.119934
conv-bn-relu_lut_9WEN5P.onnx,104,32,32,1,2,2.855424,0.001056,0.129676
conv-bn-relu_lut_02JPE8.onnx,100,16,16,1,1,2.72,0.000272,0.15663
conv-bn-relu_lut_30X0FJ.onnx,50,16,16,1,1,0.68,0.000272,0.07246999999999999
conv-bn-relu_lut_7C659T.onnx,100,16,16,1,2,0.68,0.000272,0.099802
conv-bn-relu_lut_A7JVCO.onnx,100,16,32,1,1,5.44,0.000544,0.19761
conv-bn-relu_lut_0C07ZG.onnx,100,32,32,1,1,10.56,0.001056,0.247
conv-bn-relu_lut_7QGCI8.onnx,50,16,32,1,1,1.36,0.000544,0.08065800000000001
conv-bn-relu_lut_GNBOP8.onnx,50,32,32,1,1,2.64,0.001056,0.09635
conv-bn-relu_lut_5QBZ1Q.onnx,100,16,32,1,2,1.36,0.000544,0.11405399999999999
conv-bn-relu_lut_GCDJSA.onnx,100,32,16,1,1,5.28,0.000528,0.187742
conv-bn-relu_lut_6KC5S5.onnx,50,32,16,1,1,1.32,0.000528,0.077596
conv-bn-relu_lut_26R8LH.onnx,100,32,16,1,2,1.32,0.000528,0.10851
conv-bn-relu_lut_T6XZQW.onnx,100,32,32,1,2,2.64,0.001056,0.131162
conv-bn-relu_lut_0U3I1Y.onnx,96,16,16,1,1,2.506752,0.000272,0.14291600000000002
conv-bn-relu_lut_86WRF3.onnx,48,16,16,1,1,0.626688,0.000272,0.069428
conv-bn-relu_lut_G97SGH.onnx,96,16,16,1,2,0.626688,0.000272,0.09536800000000001
conv-bn-relu_lut_H6TIVA.onnx,96,16,32,1,1,5.013504,0.000544,0.18242400000000003
conv-bn-relu_lut_CDY6R9.onnx,96,32,32,1,1,9.732096,0.001056,0.23082600000000003
conv-bn-relu_lut_XS69SW.onnx,48,16,32,1,1,1.253376,0.000544,0.08067999999999997
conv-bn-relu_lut_HZ8NQ7.onnx,48,32,32,1,1,2.433024,0.001056,0.09434999999999999
conv-bn-relu_lut_AYGQTU.onnx,96,16,32,1,2,1.253376,0.000544,0.106438
conv-bn-relu_lut_01DEF2.onnx,96,32,16,1,1,4.866048,0.000528,0.163954
conv-bn-relu_lut_2UA1EU.onnx,48,32,16,1,1,1.216512,0.000528,0.07724
conv-bn-relu_lut_8RT95Z.onnx,96,32,16,1,2,1.216512,0.000528,0.1071
conv-bn-relu_lut_6CR3KC.onnx,96,32,32,1,2,2.433024,0.001056,0.12362600000000003
conv-bn-relu_lut_P3GXX6.onnx,92,16,16,1,1,2.302208,0.000272,0.135958
conv-bn-relu_lut_74DH76.onnx,46,16,16,1,1,0.575552,0.000272,0.06748799999999999
conv-bn-relu_lut_FU46QQ.onnx,92,16,16,1,2,0.575552,0.000272,0.093134
conv-bn-relu_lut_G3RQJU.onnx,92,16,32,1,1,4.604416,0.000544,0.17221799999999998
conv-bn-relu_lut_4ZJL02.onnx,92,32,32,1,1,8.937984,0.001056,0.21288999999999997
conv-bn-relu_lut_QRD0EN.onnx,46,16,32,1,1,1.151104,0.000544,0.078186
conv-bn-relu_lut_K2Q0SF.onnx,46,32,32,1,1,2.234496,0.001056,0.08548
conv-bn-relu_lut_M2J18H.onnx,92,16,32,1,2,1.151104,0.000544,0.101188
conv-bn-relu_lut_HFBJW8.onnx,92,32,16,1,1,4.468992,0.000528,0.15371400000000002
conv-bn-relu_lut_H97QUU.onnx,46,32,16,1,1,1.117248,0.000528,0.07070599999999998
conv-bn-relu_lut_A1H7UM.onnx,92,32,16,1,2,1.117248,0.000528,0.10433200000000001
conv-bn-relu_lut_2Y74US.onnx,92,32,32,1,2,2.234496,0.001056,0.11143800000000001
conv-bn-relu_lut_OJQGC3.onnx,88,16,16,1,1,2.106368,0.000272,0.13647600000000004
conv-bn-relu_lut_PZ1JNU.onnx,44,16,16,1,1,0.526592,0.000272,0.06556000000000001
conv-bn-relu_lut_LPDJNJ.onnx,88,16,16,1,2,0.526592,0.000272,0.08918000000000001
conv-bn-relu_lut_97U51S.onnx,88,16,32,1,1,4.212736,0.000544,0.16363000000000003
conv-bn-relu_lut_GVY8J4.onnx,88,32,32,1,1,8.177664,0.001056,0.197486
conv-bn-relu_lut_O0ZJ4C.onnx,44,16,32,1,1,1.053184,0.000544,0.075266
conv-bn-relu_lut_8E7MCS.onnx,44,32,32,1,1,2.044416,0.001056,0.08533400000000002
conv-bn-relu_lut_NIXRAM.onnx,88,16,32,1,2,1.053184,0.000544,0.09684600000000002
conv-bn-relu_lut_4N3MSK.onnx,88,32,16,1,1,4.088832,0.000528,0.15461200000000003
conv-bn-relu_lut_TR98W8.onnx,44,32,16,1,1,1.022208,0.000528,0.072414
conv-bn-relu_lut_FU0F6A.onnx,88,32,16,1,2,1.022208,0.000528,0.09900800000000001
conv-bn-relu_lut_C6SU5X.onnx,88,32,32,1,2,2.044416,0.001056,0.11398800000000002
conv-bn-relu_lut_EJOB6G.onnx,84,16,16,1,1,1.919232,0.000272,0.132204
conv-bn-relu_lut_RMK6XR.onnx,42,16,16,1,1,0.479808,0.000272,0.06822800000000001
conv-bn-relu_lut_TPEBEE.onnx,84,16,16,1,2,0.479808,0.000272,0.090548
conv-bn-relu_lut_7SD7UY.onnx,84,16,32,1,1,3.838464,0.000544,0.16500600000000004
conv-bn-relu_lut_EFN5T7.onnx,84,32,32,1,1,7.451136,0.001056,0.200156
conv-bn-relu_lut_6XTNGN.onnx,42,16,32,1,1,0.959616,0.000544,0.07557
conv-bn-relu_lut_M4BFCJ.onnx,42,32,32,1,1,1.862784,0.001056,0.085816
conv-bn-relu_lut_373KQD.onnx,84,16,32,1,2,0.959616,0.000544,0.098584
conv-bn-relu_lut_CN42FR.onnx,84,32,16,1,1,3.725568,0.000528,0.14505
conv-bn-relu_lut_QWDI98.onnx,42,32,16,1,1,0.931392,0.000528,0.07261200000000001
conv-bn-relu_lut_XH2V0M.onnx,84,32,16,1,2,0.931392,0.000528,0.09814399999999998
conv-bn-relu_lut_3BWA1X.onnx,84,32,32,1,2,1.862784,0.001056,0.111496
conv-bn-relu_lut_R726OX.onnx,80,16,16,1,1,1.7408,0.000272,0.12605400000000003
conv-bn-relu_lut_1YHKX0.onnx,40,16,16,1,1,0.4352,0.000272,0.06158599999999999
conv-bn-relu_lut_W15AVO.onnx,80,16,16,1,2,0.4352,0.000272,0.083374
conv-bn-relu_lut_25CF8X.onnx,80,16,32,1,1,3.4816,0.000544,0.160252
conv-bn-relu_lut_CTKB95.onnx,80,32,32,1,1,6.7584,0.001056,0.185792
conv-bn-relu_lut_A2WZQW.onnx,40,16,32,1,1,0.8704,0.000544,0.07335799999999999
conv-bn-relu_lut_EJKS05.onnx,40,32,32,1,1,1.6896,0.001056,0.096876
conv-bn-relu_lut_H2N586.onnx,80,16,32,1,2,0.8704,0.000544,0.08704799999999999
conv-bn-relu_lut_OSGY63.onnx,80,32,16,1,1,3.3792,0.000528,0.168042
conv-bn-relu_lut_UHUVGM.onnx,40,32,16,1,1,0.8448,0.000528,0.07042399999999999
conv-bn-relu_lut_H5OLLV.onnx,80,32,16,1,2,0.8448,0.000528,0.09262200000000001
conv-bn-relu_lut_0RN9ZB.onnx,80,32,32,1,2,1.6896,0.001056,0.117108
conv-bn-relu_lut_0TXTLM.onnx,112,16,64,1,1,13.647872,0.001088,0.393974
conv-bn-relu_lut_KUNFBT.onnx,112,64,16,1,1,13.04576,0.00104,0.307418
conv-bn-relu_lut_IJLX2E.onnx,56,64,16,1,1,3.26144,0.00104,0.11102000000000001
conv-bn-relu_lut_QL345E.onnx,112,16,96,1,1,20.471808,0.001632,0.626614
conv-bn-relu_lut_WI89LI.onnx,112,96,16,1,1,19.468288,0.001552,0.37537200000000004
conv-bn-relu_lut_6AB7MW.onnx,56,96,16,1,1,4.867072,0.001552,0.126804
conv-bn-relu_lut_67XXMC.onnx,112,16,128,1,1,27.295744,0.002176,0.7631839999999999
conv-bn-relu_lut_4Z1WVU.onnx,112,128,16,1,1,25.890816,0.002064,0.434964
conv-bn-relu_lut_XZS0W9.onnx,56,128,16,1,1,6.472704,0.002064,0.148042
conv-bn-relu_lut_TAQJ49.onnx,112,64,32,1,1,26.09152,0.00208,0.46920399999999995
conv-bn-relu_lut_2VZMB0.onnx,56,64,32,1,1,6.52288,0.00208,0.16354400000000002
conv-bn-relu_lut_B7RUHP.onnx,112,96,32,1,1,38.936576,0.003104,0.583722
conv-bn-relu_lut_S3Y5DE.onnx,56,96,32,1,1,9.734144,0.003104,0.19296
conv-bn-relu_lut_J1LOXH.onnx,112,128,32,1,1,51.781632,0.004128,0.7047220000000001
conv-bn-relu_lut_JH04PM.onnx,56,128,32,1,1,12.945408,0.004128,0.210528
conv-bn-relu_lut_3W2OS9.onnx,112,32,128,1,1,52.985856,0.004224,0.986964
conv-bn-relu_lut_05CG0C.onnx,112,32,192,1,1,79.478784,0.006336,1.4444979999999998
conv-bn-relu_lut_SYMGH5.onnx,112,192,16,1,1,38.735872,0.003088,0.592722
conv-bn-relu_lut_ZIYF39.onnx,56,192,16,1,1,9.683968,0.003088,0.17832199999999998
conv-bn-relu_lut_5RGL0D.onnx,112,32,256,1,1,105.971712,0.008448,1.9152360000000002
conv-bn-relu_lut_V0SU9F.onnx,112,256,16,1,1,51.580928,0.004112,0.7421139999999999
conv-bn-relu_lut_GTJCN0.onnx,56,256,16,1,1,12.895232,0.004112,0.217354
conv-bn-relu_lut_C0908L.onnx,112,192,32,1,1,77.471744,0.006176,0.944682
conv-bn-relu_lut_R0AIPT.onnx,56,192,32,1,1,19.367936,0.006176,0.27207400000000004
conv-bn-relu_lut_F2YNDN.onnx,112,256,32,1,1,103.161856,0.008224,1.2648220000000001
conv-bn-relu_lut_JS3T5E.onnx,56,256,32,1,1,25.790464,0.008224,0.39008800000000005
conv-bn-relu_lut_X8RHLR.onnx,108,16,64,1,1,12.690432,0.001088,0.424568
conv-bn-relu_lut_ATM9R5.onnx,108,64,16,1,1,12.13056,0.00104,0.30602799999999997
conv-bn-relu_lut_XBO0AX.onnx,54,64,16,1,1,3.03264,0.00104,0.11074400000000001
conv-bn-relu_lut_QXLQ2X.onnx,108,16,96,1,1,19.035648,0.001632,0.61751
conv-bn-relu_lut_711KOT.onnx,108,96,16,1,1,18.102528,0.001552,0.36771
conv-bn-relu_lut_YXRVCY.onnx,54,96,16,1,1,4.525632,0.001552,0.128988
conv-bn-relu_lut_BLH0N8.onnx,108,16,128,1,1,25.380864,0.002176,0.7598020000000001
conv-bn-relu_lut_XCT065.onnx,108,128,16,1,1,24.074496,0.002064,0.42414
conv-bn-relu_lut_DLNG89.onnx,54,128,16,1,1,6.018624,0.002064,0.13745999999999997
conv-bn-relu_lut_S6UQ2H.onnx,108,64,32,1,1,24.26112,0.00208,0.42330999999999996
conv-bn-relu_lut_3JQPSZ.onnx,54,64,32,1,1,6.06528,0.00208,0.14446
conv-bn-relu_lut_NT1BIO.onnx,108,96,32,1,1,36.205056,0.003104,0.533914
conv-bn-relu_lut_QVIOCQ.onnx,54,96,32,1,1,9.051264,0.003104,0.20546999999999999
conv-bn-relu_lut_I2ZX1A.onnx,108,128,32,1,1,48.148992,0.004128,0.65677
conv-bn-relu_lut_KY0WA2.onnx,54,128,32,1,1,12.037248,0.004128,0.19695200000000002
conv-bn-relu_lut_JEQJ4P.onnx,108,32,128,1,1,49.268736,0.004224,0.962264
conv-bn-relu_lut_XGC41L.onnx,108,32,192,1,1,73.903104,0.006336,1.407294
conv-bn-relu_lut_A4NTW4.onnx,108,192,16,1,1,36.018432,0.003088,0.5470440000000001
conv-bn-relu_lut_R2XZOA.onnx,54,192,16,1,1,9.004608,0.003088,0.17147
conv-bn-relu_lut_HO69VB.onnx,108,32,256,1,1,98.537472,0.008448,1.8813360000000001
conv-bn-relu_lut_B29TCB.onnx,108,256,16,1,1,47.962368,0.004112,0.687472
conv-bn-relu_lut_WIL5Q9.onnx,54,256,16,1,1,11.990592,0.004112,0.211088
conv-bn-relu_lut_QDXMA6.onnx,108,192,32,1,1,72.036864,0.006176,0.8981979999999998
conv-bn-relu_lut_UZ1FB4.onnx,54,192,32,1,1,18.009216,0.006176,0.25465399999999994
conv-bn-relu_lut_YRBLML.onnx,108,256,32,1,1,95.924736,0.008224,1.0886959999999999
conv-bn-relu_lut_F0SJ1J.onnx,54,256,32,1,1,23.981184,0.008224,0.31739000000000006
conv-bn-relu_lut_G01I2C.onnx,104,16,64,1,1,11.767808,0.001088,0.345802
conv-bn-relu_lut_W9A1GW.onnx,104,64,16,1,1,11.24864,0.00104,0.25851
conv-bn-relu_lut_UKK6S6.onnx,52,64,16,1,1,2.81216,0.00104,0.10461000000000001
conv-bn-relu_lut_W5SVLY.onnx,104,16,96,1,1,17.651712,0.001632,0.534678
conv-bn-relu_lut_67KTRB.onnx,104,96,16,1,1,16.786432,0.001552,0.3341199999999999
conv-bn-relu_lut_T6SE6J.onnx,52,96,16,1,1,4.196608,0.001552,0.154904
conv-bn-relu_lut_D8AIJ8.onnx,104,16,128,1,1,23.535616,0.002176,0.676174
conv-bn-relu_lut_LM4G6S.onnx,104,128,16,1,1,22.324224,0.002064,0.38528799999999996
conv-bn-relu_lut_5T5GBW.onnx,52,128,16,1,1,5.581056,0.002064,0.164552
conv-bn-relu_lut_1YXIMT.onnx,104,64,32,1,1,22.49728,0.00208,0.413416
conv-bn-relu_lut_XMER3O.onnx,52,64,32,1,1,5.62432,0.00208,0.141858
conv-bn-relu_lut_B7MKM7.onnx,104,96,32,1,1,33.572864,0.003104,0.511446
conv-bn-relu_lut_WJNRNL.onnx,52,96,32,1,1,8.393216,0.003104,0.16187600000000002
conv-bn-relu_lut_S9X4RP.onnx,104,128,32,1,1,44.648448,0.004128,0.602684
conv-bn-relu_lut_DM8NZQ.onnx,52,128,32,1,1,11.162112,0.004128,0.17336200000000002
conv-bn-relu_lut_BPX2B5.onnx,104,32,128,1,1,45.686784,0.004224,0.9178999999999999
conv-bn-relu_lut_FGNF0I.onnx,104,32,192,1,1,68.530176,0.006336,1.296268
conv-bn-relu_lut_NXK3UG.onnx,104,192,16,1,1,33.399808,0.003088,0.503424
conv-bn-relu_lut_BMKNM5.onnx,52,192,16,1,1,8.349952,0.003088,0.15934800000000002
conv-bn-relu_lut_2PCG48.onnx,104,32,256,1,1,91.373568,0.008448,1.605578
conv-bn-relu_lut_B6KSV0.onnx,104,256,16,1,1,44.475392,0.004112,0.606468
conv-bn-relu_lut_PFG4LQ.onnx,52,256,16,1,1,11.118848,0.004112,0.19018000000000002
conv-bn-relu_lut_IBJOBC.onnx,104,192,32,1,1,66.799616,0.006176,0.871028
conv-bn-relu_lut_5FFDVP.onnx,52,192,32,1,1,16.699904,0.006176,0.238924
conv-bn-relu_lut_EVAIE1.onnx,104,256,32,1,1,88.950784,0.008224,1.098136
conv-bn-relu_lut_W8JTQ1.onnx,52,256,32,1,1,22.237696,0.008224,0.291798
conv-bn-relu_lut_8X34G3.onnx,100,16,64,1,1,10.88,0.001088,0.323872
conv-bn-relu_lut_JYBU7S.onnx,100,64,16,1,1,10.4,0.00104,0.2856540000000001
conv-bn-relu_lut_5RCTPY.onnx,50,64,16,1,1,2.6,0.00104,0.106684
conv-bn-relu_lut_NSFIJM.onnx,100,16,96,1,1,16.32,0.001632,0.577868
conv-bn-relu_lut_YYLVZU.onnx,100,96,16,1,1,15.52,0.001552,0.32083
conv-bn-relu_lut_0OO78O.onnx,50,96,16,1,1,3.88,0.001552,0.11569399999999999
conv-bn-relu_lut_MYITGK.onnx,100,16,128,1,1,21.76,0.002176,0.6445
conv-bn-relu_lut_5UPDTE.onnx,100,128,16,1,1,20.64,0.002064,0.355348
conv-bn-relu_lut_LQT4SX.onnx,50,128,16,1,1,5.16,0.002064,0.141196
conv-bn-relu_lut_FKHAQA.onnx,100,64,32,1,1,20.8,0.00208,0.396242
conv-bn-relu_lut_CJW2RF.onnx,50,64,32,1,1,5.2,0.00208,0.13069600000000003
conv-bn-relu_lut_I1OHK9.onnx,100,96,32,1,1,31.04,0.003104,0.471618
conv-bn-relu_lut_OV891Q.onnx,50,96,32,1,1,7.76,0.003104,0.158332
conv-bn-relu_lut_5I3KEI.onnx,100,128,32,1,1,41.28,0.004128,0.5692679999999999
conv-bn-relu_lut_L96Z66.onnx,50,128,32,1,1,10.32,0.004128,0.179842
conv-bn-relu_lut_IMKCLT.onnx,100,32,128,1,1,42.24,0.004224,0.8011060000000001
conv-bn-relu_lut_2OB4V9.onnx,100,32,192,1,1,63.36,0.006336,1.21812
conv-bn-relu_lut_DN7F2G.onnx,100,192,16,1,1,30.88,0.003088,0.481336
conv-bn-relu_lut_TQV48K.onnx,50,192,16,1,1,7.72,0.003088,0.202488
conv-bn-relu_lut_C7NJQ8.onnx,100,32,256,1,1,84.48,0.008448,1.6887560000000001
conv-bn-relu_lut_EX68ZP.onnx,100,256,16,1,1,41.12,0.004112,0.608866
conv-bn-relu_lut_LFR3UV.onnx,50,256,16,1,1,10.28,0.004112,0.17612
conv-bn-relu_lut_VB8KT7.onnx,100,192,32,1,1,61.76,0.006176,0.771234
conv-bn-relu_lut_DA982C.onnx,50,192,32,1,1,15.44,0.006176,0.22527
conv-bn-relu_lut_6LYZ9B.onnx,100,256,32,1,1,82.24,0.008224,0.945916
conv-bn-relu_lut_1HLH2K.onnx,50,256,32,1,1,20.56,0.008224,0.30136
conv-bn-relu_lut_Y3S7DG.onnx,96,16,64,1,1,10.027008,0.001088,0.313868
conv-bn-relu_lut_4E6S63.onnx,96,64,16,1,1,9.58464,0.00104,0.21980200000000005
conv-bn-relu_lut_5H85H1.onnx,48,64,16,1,1,2.39616,0.00104,0.096628
conv-bn-relu_lut_HSERIH.onnx,96,16,96,1,1,15.040512,0.001632,0.46042399999999994
conv-bn-relu_lut_J1JLRN.onnx,96,96,16,1,1,14.303232,0.001552,0.29477000000000003
conv-bn-relu_lut_BLRU1C.onnx,48,96,16,1,1,3.575808,0.001552,0.10761999999999998
conv-bn-relu_lut_QNUZDR.onnx,96,16,128,1,1,20.054016,0.002176,0.594394
conv-bn-relu_lut_8BGECB.onnx,96,128,16,1,1,19.021824,0.002064,0.3375
conv-bn-relu_lut_GJMD7V.onnx,48,128,16,1,1,4.755456,0.002064,0.12636199999999997
conv-bn-relu_lut_21UEM8.onnx,96,64,32,1,1,19.16928,0.00208,0.37184799999999996
conv-bn-relu_lut_VE4ZMH.onnx,48,64,32,1,1,4.79232,0.00208,0.12455
conv-bn-relu_lut_XGPSZG.onnx,96,96,32,1,1,28.606464,0.003104,0.447334
conv-bn-relu_lut_BE6TLX.onnx,48,96,32,1,1,7.151616,0.003104,0.14634599999999998
conv-bn-relu_lut_CW7P04.onnx,96,128,32,1,1,38.043648,0.004128,0.5365219999999999
conv-bn-relu_lut_EPZJZ9.onnx,48,128,32,1,1,9.510912,0.004128,0.169864
conv-bn-relu_lut_7BC1J8.onnx,96,32,128,1,1,38.928384,0.004224,0.769924
conv-bn-relu_lut_RCQY3Q.onnx,96,32,192,1,1,58.392576,0.006336,1.087122
conv-bn-relu_lut_EORGLL.onnx,96,192,16,1,1,28.459008,0.003088,0.466374
conv-bn-relu_lut_8VG1U9.onnx,48,192,16,1,1,7.114752,0.003088,0.14353200000000005
conv-bn-relu_lut_TINYJM.onnx,96,32,256,1,1,77.856768,0.008448,1.4220739999999998
conv-bn-relu_lut_YVTBZG.onnx,96,256,16,1,1,37.896192,0.004112,0.584576
conv-bn-relu_lut_Z8OFSA.onnx,48,256,16,1,1,9.474048,0.004112,0.165884
conv-bn-relu_lut_VMEO4X.onnx,96,192,32,1,1,56.918016,0.006176,0.743502
conv-bn-relu_lut_KK5DUU.onnx,48,192,32,1,1,14.229504,0.006176,0.213044
conv-bn-relu_lut_N6XSA6.onnx,96,256,32,1,1,75.792384,0.008224,0.920634
conv-bn-relu_lut_6IBBNG.onnx,48,256,32,1,1,18.948096,0.008224,0.25461
conv-bn-relu_lut_FWK6E0.onnx,92,16,64,1,1,9.208832,0.001088,0.291612
conv-bn-relu_lut_6WFI04.onnx,92,64,16,1,1,8.80256,0.00104,0.20829
conv-bn-relu_lut_61YRWN.onnx,46,64,16,1,1,2.20064,0.00104,0.092726
conv-bn-relu_lut_0H32I3.onnx,92,16,96,1,1,13.813248,0.001632,0.431716
conv-bn-relu_lut_J0TR7T.onnx,92,96,16,1,1,13.136128,0.001552,0.35579999999999995
conv-bn-relu_lut_6GZP4I.onnx,46,96,16,1,1,3.284032,0.001552,0.10501200000000002
conv-bn-relu_lut_T51QLT.onnx,92,16,128,1,1,18.417664,0.002176,0.544214
conv-bn-relu_lut_84H087.onnx,92,128,16,1,1,17.469696,0.002064,0.36581600000000003
conv-bn-relu_lut_4OUSH2.onnx,46,128,16,1,1,4.367424,0.002064,0.121124
