model_path,HW,CIN,COUT,KERNEL_SIZE,STRIDES,feature_0,feature_1,latency
conv-bn-relu_lut_I82HGN.onnx,23,48,128,1,2,0.829472,0.006272,0.060332
conv-bn-relu_lut_G5AO4Z.onnx,23,64,80,1,1,2.7508,0.0052,0.08030799999999999
conv-bn-relu_lut_LULEI9.onnx,11,64,80,1,1,0.6292,0.0052,0.05287599999999999
conv-bn-relu_lut_C9IOMP.onnx,23,64,80,1,2,0.6877,0.0052,0.056349999999999976
conv-bn-relu_lut_ZYNT4Q.onnx,11,64,96,1,1,0.75504,0.00624,0.056944000000000015
conv-bn-relu_lut_RT60H0.onnx,23,64,96,1,2,0.82524,0.00624,0.06159000000000001
conv-bn-relu_lut_4SNBN1.onnx,23,64,112,1,1,3.85112,0.00728,0.094358
conv-bn-relu_lut_GDR07H.onnx,11,64,112,1,1,0.88088,0.00728,0.056658
conv-bn-relu_lut_7E6I6P.onnx,23,64,112,1,2,0.96278,0.00728,0.06005200000000001
conv-bn-relu_lut_UDTVUQ.onnx,23,64,128,1,1,4.40128,0.00832,0.09647800000000001
conv-bn-relu_lut_TW7HFM.onnx,11,64,128,1,1,1.00672,0.00832,0.059074
conv-bn-relu_lut_DO1VV9.onnx,23,64,128,1,2,1.10032,0.00832,0.06197200000000002
conv-bn-relu_lut_M50N71.onnx,23,80,80,1,2,0.85698,0.00648,0.059258
conv-bn-relu_lut_6RNUUM.onnx,23,80,96,1,1,4.113504,0.007776,0.09616600000000002
conv-bn-relu_lut_2VSJGP.onnx,11,80,96,1,1,0.940896,0.007776,0.056664000000000006
conv-bn-relu_lut_UWNM8J.onnx,23,80,96,1,2,1.028376,0.007776,0.05978200000000002
conv-bn-relu_lut_1TSOA4.onnx,23,80,112,1,1,4.799088,0.009072,0.098614
conv-bn-relu_lut_KAOBVL.onnx,11,80,112,1,1,1.097712,0.009072,0.058595999999999995
conv-bn-relu_lut_L7ZLLF.onnx,23,80,112,1,2,1.199772,0.009072,0.060323999999999996
conv-bn-relu_lut_SQ9S6H.onnx,23,80,128,1,1,5.484672,0.010368,0.10610399999999998
conv-bn-relu_lut_HVWOET.onnx,11,80,128,1,1,1.254528,0.010368,0.06456800000000001
conv-bn-relu_lut_DDDOX1.onnx,23,80,128,1,2,1.371168,0.010368,0.07039000000000001
conv-bn-relu_lut_77436Z.onnx,23,96,80,1,1,4.10504,0.00776,0.10096000000000002
conv-bn-relu_lut_NT49XD.onnx,11,96,80,1,1,0.93896,0.00776,0.05483400000000001
conv-bn-relu_lut_KI5MA8.onnx,23,96,80,1,2,1.02626,0.00776,0.060078000000000006
conv-bn-relu_lut_HI3RPX.onnx,23,96,96,1,2,1.231512,0.009312,0.05957399999999999
conv-bn-relu_lut_NC1ZJA.onnx,23,96,112,1,1,5.747056,0.010864,0.107212
conv-bn-relu_lut_7J3RWR.onnx,11,96,112,1,1,1.314544,0.010864,0.06015800000000001
conv-bn-relu_lut_PAGK45.onnx,23,96,112,1,2,1.436764,0.010864,0.06275800000000001
conv-bn-relu_lut_F23R4Q.onnx,23,96,128,1,1,6.568064,0.012416,0.117752
conv-bn-relu_lut_N93M21.onnx,11,96,128,1,1,1.502336,0.012416,0.068744
conv-bn-relu_lut_185CXN.onnx,23,96,128,1,2,1.642016,0.012416,0.06842
conv-bn-relu_lut_FGUXSQ.onnx,23,112,80,1,1,4.78216,0.00904,0.10733200000000001
conv-bn-relu_lut_LK91MB.onnx,11,112,80,1,1,1.09384,0.00904,0.056667999999999996
conv-bn-relu_lut_NB9S6A.onnx,23,112,80,1,2,1.19554,0.00904,0.06297600000000002
conv-bn-relu_lut_VBQM4F.onnx,23,112,96,1,1,5.738592,0.010848,0.109818
conv-bn-relu_lut_R1D7BP.onnx,11,112,96,1,1,1.312608,0.010848,0.06466600000000002
conv-bn-relu_lut_134X0A.onnx,23,112,96,1,2,1.434648,0.010848,0.062142
conv-bn-relu_lut_Q8M7SU.onnx,23,112,112,1,2,1.673756,0.012656,0.068632
conv-bn-relu_lut_090OVX.onnx,23,112,128,1,1,7.651456,0.014464,0.131032
conv-bn-relu_lut_7A7DB2.onnx,11,112,128,1,1,1.750144,0.014464,0.064392
conv-bn-relu_lut_BR7IFE.onnx,23,112,128,1,2,1.912864,0.014464,0.07260200000000001
conv-bn-relu_lut_EMDW51.onnx,23,128,80,1,1,5.45928,0.01032,0.107246
conv-bn-relu_lut_WF872H.onnx,11,128,80,1,1,1.24872,0.01032,0.057514
conv-bn-relu_lut_KUEZGU.onnx,23,128,80,1,2,1.36482,0.01032,0.06681400000000001
conv-bn-relu_lut_RQO56I.onnx,23,128,96,1,1,6.551136,0.012384,0.12041999999999999
conv-bn-relu_lut_RD6A51.onnx,11,128,96,1,1,1.498464,0.012384,0.063274
conv-bn-relu_lut_27409D.onnx,23,128,96,1,2,1.637784,0.012384,0.06647799999999998
conv-bn-relu_lut_LAEN2Y.onnx,23,128,112,1,1,7.642992,0.014448,0.13062400000000002
conv-bn-relu_lut_IP9VAN.onnx,11,128,112,1,1,1.748208,0.014448,0.06545800000000002
conv-bn-relu_lut_RT8QUI.onnx,23,128,112,1,2,1.910748,0.014448,0.071156
conv-bn-relu_lut_AL0YZ2.onnx,23,128,128,1,2,2.183712,0.016512,0.07469400000000001
conv-bn-relu_lut_CV8L2B.onnx,22,48,80,1,1,1.89728,0.00392,0.072106
conv-bn-relu_lut_JTQ9EV.onnx,22,80,80,1,1,3.13632,0.00648,0.08535199999999998
conv-bn-relu_lut_NEUP0A.onnx,22,48,80,1,2,0.47432,0.00392,0.054349999999999996
conv-bn-relu_lut_8EZBX4.onnx,22,96,96,1,1,4.507008,0.009312,0.09648000000000001
conv-bn-relu_lut_Q7LHNQ.onnx,22,48,96,1,2,0.569184,0.004704,0.05757000000000001
conv-bn-relu_lut_T9LZPC.onnx,22,48,112,1,1,2.656192,0.005488,0.08423199999999999
conv-bn-relu_lut_UK5Y1W.onnx,22,112,112,1,1,6.125504,0.012656,0.113128
conv-bn-relu_lut_XRJ4C1.onnx,22,48,112,1,2,0.664048,0.005488,0.05635199999999999
conv-bn-relu_lut_CO0W89.onnx,22,48,128,1,1,3.035648,0.006272,0.088338
conv-bn-relu_lut_KIMH8X.onnx,22,128,128,1,1,7.991808,0.016512,0.13070400000000004
conv-bn-relu_lut_20RZRT.onnx,22,48,128,1,2,0.758912,0.006272,0.05803399999999999
conv-bn-relu_lut_5XVL2F.onnx,22,64,80,1,1,2.5168,0.0052,0.07869799999999999
conv-bn-relu_lut_1XQUL8.onnx,22,64,80,1,2,0.6292,0.0052,0.054007999999999994
conv-bn-relu_lut_KJCU6S.onnx,22,64,96,1,2,0.75504,0.00624,0.05727
conv-bn-relu_lut_56YHVJ.onnx,22,64,112,1,1,3.52352,0.00728,0.088084
conv-bn-relu_lut_4ZBUKW.onnx,22,64,112,1,2,0.88088,0.00728,0.058491999999999995
conv-bn-relu_lut_WPK0WE.onnx,22,64,128,1,1,4.02688,0.00832,0.09698400000000001
conv-bn-relu_lut_O6VCQZ.onnx,22,64,128,1,2,1.00672,0.00832,0.06049
conv-bn-relu_lut_PRQ0LI.onnx,22,80,80,1,2,0.78408,0.00648,0.059264
conv-bn-relu_lut_CTX8UC.onnx,22,80,96,1,1,3.763584,0.007776,0.08988399999999999
conv-bn-relu_lut_CVWH5O.onnx,22,80,96,1,2,0.940896,0.007776,0.059194000000000004
conv-bn-relu_lut_PVWVBR.onnx,22,80,112,1,1,4.390848,0.009072,0.09788000000000002
conv-bn-relu_lut_H4TT38.onnx,22,80,112,1,2,1.097712,0.009072,0.05881800000000001
conv-bn-relu_lut_BY5XMK.onnx,22,80,128,1,1,5.018112,0.010368,0.10588
conv-bn-relu_lut_OK2F98.onnx,22,80,128,1,2,1.254528,0.010368,0.062226
conv-bn-relu_lut_0ZTJTK.onnx,22,96,80,1,1,3.75584,0.00776,0.08946399999999999
conv-bn-relu_lut_ETPQWT.onnx,22,96,80,1,2,0.93896,0.00776,0.05803599999999999
conv-bn-relu_lut_Q4G24I.onnx,22,96,96,1,2,1.126752,0.009312,0.062372000000000004
conv-bn-relu_lut_5QKL4B.onnx,22,96,112,1,1,5.258176,0.010864,0.106122
conv-bn-relu_lut_6504XJ.onnx,22,96,112,1,2,1.314544,0.010864,0.06034600000000002
conv-bn-relu_lut_NP4IVE.onnx,22,96,128,1,1,6.009344,0.012416,0.114584
conv-bn-relu_lut_7Z1UR3.onnx,22,96,128,1,2,1.502336,0.012416,0.06363400000000001
conv-bn-relu_lut_KOSKGJ.onnx,22,112,80,1,1,4.37536,0.00904,0.09545000000000001
conv-bn-relu_lut_WCMNWK.onnx,22,112,80,1,2,1.09384,0.00904,0.059876000000000006
conv-bn-relu_lut_CCTQP3.onnx,22,112,96,1,1,5.250432,0.010848,0.104766
conv-bn-relu_lut_HZZ68S.onnx,22,112,96,1,2,1.312608,0.010848,0.06270799999999999
conv-bn-relu_lut_CUIGOF.onnx,22,112,112,1,2,1.531376,0.012656,0.06443000000000002
conv-bn-relu_lut_PRQ71A.onnx,22,112,128,1,1,7.000576,0.014464,0.12023399999999998
conv-bn-relu_lut_3XWV27.onnx,22,112,128,1,2,1.750144,0.014464,0.06674599999999999
conv-bn-relu_lut_UBKN7I.onnx,22,128,80,1,1,4.99488,0.01032,0.096972
conv-bn-relu_lut_EB6A1Y.onnx,22,128,80,1,2,1.24872,0.01032,0.059082
conv-bn-relu_lut_NIGYTN.onnx,22,128,96,1,1,5.993856,0.012384,0.10677000000000002
conv-bn-relu_lut_3SOIHU.onnx,22,128,96,1,2,1.498464,0.012384,0.06257000000000001
conv-bn-relu_lut_GCNB5H.onnx,22,128,112,1,1,6.992832,0.014448,0.115596
conv-bn-relu_lut_5I9T1C.onnx,22,128,112,1,2,1.748208,0.014448,0.06441
conv-bn-relu_lut_TGULLC.onnx,22,128,128,1,2,1.997952,0.016512,0.07181799999999999
conv-bn-relu_lut_JZJJLG.onnx,21,48,80,1,1,1.72872,0.00392,0.06865000000000002
conv-bn-relu_lut_G8JMAS.onnx,21,80,80,1,1,2.85768,0.00648,0.077262
conv-bn-relu_lut_YWU5Y4.onnx,10,48,80,1,1,0.392,0.00392,0.05145599999999999
conv-bn-relu_lut_TRZYIH.onnx,10,80,80,1,1,0.648,0.00648,0.053852
conv-bn-relu_lut_1W23QH.onnx,21,48,80,1,2,0.43218,0.00392,0.052707999999999984
conv-bn-relu_lut_WLHI45.onnx,21,96,96,1,1,4.106592,0.009312,0.089388
conv-bn-relu_lut_HFR14M.onnx,10,48,96,1,1,0.4704,0.004704,0.053130000000000004
conv-bn-relu_lut_ZQQZ3T.onnx,10,96,96,1,1,0.9312,0.009312,0.05557400000000001
conv-bn-relu_lut_X0ER3H.onnx,21,48,96,1,2,0.518616,0.004704,0.05561400000000001
conv-bn-relu_lut_0J87ZJ.onnx,21,48,112,1,1,2.420208,0.005488,0.07724400000000001
conv-bn-relu_lut_VKBN4Z.onnx,21,112,112,1,1,5.581296,0.012656,0.107248
conv-bn-relu_lut_WALSPD.onnx,10,48,112,1,1,0.5488,0.005488,0.054054
conv-bn-relu_lut_K02ZOJ.onnx,10,112,112,1,1,1.2656,0.012656,0.059236000000000004
conv-bn-relu_lut_Q6SWDL.onnx,21,48,112,1,2,0.605052,0.005488,0.056592
conv-bn-relu_lut_9E29BV.onnx,21,48,128,1,1,2.765952,0.006272,0.07992600000000001
conv-bn-relu_lut_0GHPEF.onnx,21,128,128,1,1,7.281792,0.016512,0.11686600000000001
conv-bn-relu_lut_TCLLU5.onnx,10,48,128,1,1,0.6272,0.006272,0.055254
conv-bn-relu_lut_KA9FRS.onnx,10,128,128,1,1,1.6512,0.016512,0.06313799999999999
conv-bn-relu_lut_OKOEF1.onnx,21,48,128,1,2,0.691488,0.006272,0.05621399999999999
conv-bn-relu_lut_B6WTGL.onnx,21,64,80,1,1,2.2932,0.0052,0.075572
conv-bn-relu_lut_C0FYG1.onnx,10,64,80,1,1,0.52,0.0052,0.05194199999999999
conv-bn-relu_lut_I9QMPZ.onnx,21,64,80,1,2,0.5733,0.0052,0.05427800000000001
conv-bn-relu_lut_2XML7V.onnx,10,64,96,1,1,0.624,0.00624,0.05397999999999999
conv-bn-relu_lut_BXEQRI.onnx,21,64,96,1,2,0.68796,0.00624,0.057676
conv-bn-relu_lut_LQIP6H.onnx,21,64,112,1,1,3.21048,0.00728,0.08323400000000002
conv-bn-relu_lut_5C6DG0.onnx,10,64,112,1,1,0.728,0.00728,0.055602000000000006
conv-bn-relu_lut_8D4G2C.onnx,21,64,112,1,2,0.80262,0.00728,0.057145999999999995
conv-bn-relu_lut_EWBU70.onnx,21,64,128,1,1,3.66912,0.00832,0.087238
conv-bn-relu_lut_LFYZ9C.onnx,10,64,128,1,1,0.832,0.00832,0.05649200000000001
conv-bn-relu_lut_S35UON.onnx,21,64,128,1,2,0.91728,0.00832,0.05960600000000001
conv-bn-relu_lut_BNKKM7.onnx,21,80,80,1,2,0.71442,0.00648,0.05601400000000001
conv-bn-relu_lut_N4K4V7.onnx,21,80,96,1,1,3.429216,0.007776,0.085648
conv-bn-relu_lut_D8OY6O.onnx,10,80,96,1,1,0.7776,0.007776,0.053954
conv-bn-relu_lut_0XTZAZ.onnx,21,80,96,1,2,0.857304,0.007776,0.0626
conv-bn-relu_lut_VI10YF.onnx,21,80,112,1,1,4.000752,0.009072,0.089442
conv-bn-relu_lut_7F07YT.onnx,10,80,112,1,1,0.9072,0.009072,0.05580800000000001
conv-bn-relu_lut_STMSM5.onnx,21,80,112,1,2,1.000188,0.009072,0.058168000000000004
conv-bn-relu_lut_6DTLFM.onnx,21,80,128,1,1,4.572288,0.010368,0.09509200000000001
conv-bn-relu_lut_ISMCCJ.onnx,10,80,128,1,1,1.0368,0.010368,0.055712
conv-bn-relu_lut_GOHV34.onnx,21,80,128,1,2,1.143072,0.010368,0.060226000000000016
conv-bn-relu_lut_ASER4M.onnx,21,96,80,1,1,3.42216,0.00776,0.08361800000000003
conv-bn-relu_lut_S9QPSQ.onnx,10,96,80,1,1,0.776,0.00776,0.052748
conv-bn-relu_lut_TQHUVD.onnx,21,96,80,1,2,0.85554,0.00776,0.057878
conv-bn-relu_lut_MUPX29.onnx,21,96,96,1,2,1.026648,0.009312,0.05946000000000003
conv-bn-relu_lut_HP0KXS.onnx,21,96,112,1,1,4.791024,0.010864,0.09642199999999998
conv-bn-relu_lut_DZBUJV.onnx,10,96,112,1,1,1.0864,0.010864,0.056513999999999995
conv-bn-relu_lut_RO5IVE.onnx,21,96,112,1,2,1.197756,0.010864,0.061051999999999995
conv-bn-relu_lut_P3SLHA.onnx,21,96,128,1,1,5.475456,0.012416,0.102684
conv-bn-relu_lut_ZS0KWY.onnx,10,96,128,1,1,1.2416,0.012416,0.05883
conv-bn-relu_lut_FP60DP.onnx,21,96,128,1,2,1.368864,0.012416,0.06304800000000002
conv-bn-relu_lut_303F1G.onnx,21,112,80,1,1,3.98664,0.00904,0.087674
conv-bn-relu_lut_8E29E8.onnx,10,112,80,1,1,0.904,0.00904,0.05374800000000002
conv-bn-relu_lut_G3IT9Z.onnx,21,112,80,1,2,0.99666,0.00904,0.057958
conv-bn-relu_lut_4NRQXR.onnx,21,112,96,1,1,4.783968,0.010848,0.09555399999999997
conv-bn-relu_lut_JA0WAA.onnx,10,112,96,1,1,1.0848,0.010848,0.057918000000000004
conv-bn-relu_lut_DZ1HNK.onnx,21,112,96,1,2,1.195992,0.010848,0.06188400000000001
conv-bn-relu_lut_0EIZJM.onnx,21,112,112,1,2,1.395324,0.012656,0.06792399999999998
conv-bn-relu_lut_PW3Z1V.onnx,21,112,128,1,1,6.378624,0.014464,0.11045600000000001
conv-bn-relu_lut_022FNJ.onnx,10,112,128,1,1,1.4464,0.014464,0.05999400000000002
conv-bn-relu_lut_KFQV1E.onnx,21,112,128,1,2,1.594656,0.014464,0.06511399999999999
conv-bn-relu_lut_ZQU6PT.onnx,21,128,80,1,1,4.55112,0.01032,0.09164400000000002
conv-bn-relu_lut_10W4FE.onnx,10,128,80,1,1,1.032,0.01032,0.05640600000000001
conv-bn-relu_lut_UQ64UH.onnx,21,128,80,1,2,1.13778,0.01032,0.05938200000000002
conv-bn-relu_lut_UGRPUB.onnx,21,128,96,1,1,5.461344,0.012384,0.10040199999999999
conv-bn-relu_lut_1XJX0O.onnx,10,128,96,1,1,1.2384,0.012384,0.057311999999999995
conv-bn-relu_lut_AIX0QH.onnx,21,128,96,1,2,1.365336,0.012384,0.061142
conv-bn-relu_lut_HHFHVU.onnx,21,128,112,1,1,6.371568,0.014448,0.12083200000000001
conv-bn-relu_lut_AFGSM5.onnx,10,128,112,1,1,1.4448,0.014448,0.07302800000000001
conv-bn-relu_lut_Q5ANWK.onnx,21,128,112,1,2,1.592892,0.014448,0.064198
conv-bn-relu_lut_KCX19O.onnx,21,128,128,1,2,1.820448,0.016512,0.06570599999999999
conv-bn-relu_lut_W108I3.onnx,20,48,80,1,1,1.568,0.00392,0.064998
conv-bn-relu_lut_E1N79R.onnx,20,80,80,1,1,2.592,0.00648,0.07496799999999999
conv-bn-relu_lut_VY4IAK.onnx,20,48,80,1,2,0.392,0.00392,0.050615999999999994
conv-bn-relu_lut_21OHJV.onnx,20,96,96,1,1,3.7248,0.009312,0.08319599999999999
conv-bn-relu_lut_15J8SG.onnx,20,48,96,1,2,0.4704,0.004704,0.05221599999999999
conv-bn-relu_lut_UA9X97.onnx,20,48,112,1,1,2.1952,0.005488,0.071858
conv-bn-relu_lut_35O1OS.onnx,20,112,112,1,1,5.0624,0.012656,0.09548000000000001
conv-bn-relu_lut_0YC0VG.onnx,20,48,112,1,2,0.5488,0.005488,0.053758
conv-bn-relu_lut_O818L0.onnx,20,48,128,1,1,2.5088,0.006272,0.076192
conv-bn-relu_lut_RMGQ9R.onnx,20,128,128,1,1,6.6048,0.016512,0.11062399999999997
conv-bn-relu_lut_76L9GC.onnx,20,48,128,1,2,0.6272,0.006272,0.05354600000000001
conv-bn-relu_lut_ZUK6S8.onnx,20,64,80,1,1,2.08,0.0052,0.07103599999999999
conv-bn-relu_lut_MZRL6Y.onnx,20,64,80,1,2,0.52,0.0052,0.05390399999999999
conv-bn-relu_lut_DGLU34.onnx,20,64,96,1,2,0.624,0.00624,0.05446000000000001
conv-bn-relu_lut_WPSUWZ.onnx,20,64,112,1,1,2.912,0.00728,0.07954000000000003
conv-bn-relu_lut_LRSR24.onnx,20,64,112,1,2,0.728,0.00728,0.05649800000000001
conv-bn-relu_lut_FVXS88.onnx,20,64,128,1,1,3.328,0.00832,0.08428200000000002
conv-bn-relu_lut_LTAVIW.onnx,20,64,128,1,2,0.832,0.00832,0.05635599999999999
conv-bn-relu_lut_44UUOV.onnx,20,80,80,1,2,0.648,0.00648,0.05524399999999999
conv-bn-relu_lut_Y14LYW.onnx,20,80,96,1,1,3.1104,0.007776,0.07872599999999999
conv-bn-relu_lut_53UAV3.onnx,20,80,96,1,2,0.7776,0.007776,0.05472000000000002
conv-bn-relu_lut_Y9NR0I.onnx,20,80,112,1,1,3.6288,0.009072,0.083912
conv-bn-relu_lut_SQXNDF.onnx,20,80,112,1,2,0.9072,0.009072,0.057422
conv-bn-relu_lut_QGWAHU.onnx,20,80,128,1,1,4.1472,0.010368,0.08987
conv-bn-relu_lut_JW8WY0.onnx,20,80,128,1,2,1.0368,0.010368,0.058162
conv-bn-relu_lut_LXUC7V.onnx,20,96,80,1,1,3.104,0.00776,0.07996600000000001
conv-bn-relu_lut_WNVB2M.onnx,20,96,80,1,2,0.776,0.00776,0.058532000000000015
conv-bn-relu_lut_G1881R.onnx,20,96,96,1,2,0.9312,0.009312,0.056889999999999996
conv-bn-relu_lut_J7LD3U.onnx,20,96,112,1,1,4.3456,0.010864,0.08996199999999999
conv-bn-relu_lut_E9RW5K.onnx,20,96,112,1,2,1.0864,0.010864,0.056974000000000004
conv-bn-relu_lut_4OROW0.onnx,20,96,128,1,1,4.9664,0.012416,0.09590199999999999
conv-bn-relu_lut_UL7IQJ.onnx,20,96,128,1,2,1.2416,0.012416,0.05941600000000002
conv-bn-relu_lut_7ODEL2.onnx,20,112,80,1,1,3.616,0.00904,0.08296999999999999
conv-bn-relu_lut_IMLBZF.onnx,20,112,80,1,2,0.904,0.00904,0.056242
conv-bn-relu_lut_N7YRR7.onnx,20,112,96,1,1,4.3392,0.010848,0.09014799999999999
conv-bn-relu_lut_PCNH9I.onnx,20,112,96,1,2,1.0848,0.010848,0.057456
conv-bn-relu_lut_QQDXMC.onnx,20,112,112,1,2,1.2656,0.012656,0.063804
conv-bn-relu_lut_YHYQOH.onnx,20,112,128,1,1,5.7856,0.014464,0.10505599999999998
conv-bn-relu_lut_LP8C59.onnx,20,112,128,1,2,1.4464,0.014464,0.06127999999999998
conv-bn-relu_lut_TWNDBC.onnx,20,128,80,1,1,4.128,0.01032,0.08547199999999999
conv-bn-relu_lut_FSK6PQ.onnx,20,128,80,1,2,1.032,0.01032,0.05513599999999999
conv-bn-relu_lut_CYA6HW.onnx,20,128,96,1,1,4.9536,0.012384,0.09383999999999999
conv-bn-relu_lut_OWBGLR.onnx,20,128,96,1,2,1.2384,0.012384,0.057408
conv-bn-relu_lut_YTV0GV.onnx,20,128,112,1,1,5.7792,0.014448,0.10369999999999999
conv-bn-relu_lut_05U1AX.onnx,20,128,112,1,2,1.4448,0.014448,0.061491999999999984
conv-bn-relu_lut_JDCTPG.onnx,20,128,128,1,2,1.6512,0.016512,0.063222
conv-bn-relu_lut_MKDRNV.onnx,7,48,80,1,1,0.19208,0.00392,0.047701999999999994
conv-bn-relu_lut_GVRZYL.onnx,7,80,80,1,1,0.31752,0.00648,0.04883799999999999
conv-bn-relu_lut_OVLGGZ.onnx,14,48,80,1,2,0.19208,0.00392,0.049342
conv-bn-relu_lut_7J02BH.onnx,7,48,96,1,1,0.230496,0.004704,0.048394
conv-bn-relu_lut_DZDKLF.onnx,7,96,96,1,1,0.456288,0.009312,0.051288
conv-bn-relu_lut_MAIKJT.onnx,14,48,96,1,2,0.230496,0.004704,0.048920000000000005
conv-bn-relu_lut_50PWKT.onnx,7,48,112,1,1,0.268912,0.005488,0.04818199999999999
conv-bn-relu_lut_FAYNE7.onnx,7,112,112,1,1,0.620144,0.012656,0.05362599999999999
conv-bn-relu_lut_S9GY5B.onnx,14,48,112,1,2,0.268912,0.005488,0.04957400000000001
conv-bn-relu_lut_4W2279.onnx,7,48,128,1,1,0.307328,0.006272,0.050665999999999996
conv-bn-relu_lut_9N6RW6.onnx,7,128,128,1,1,0.809088,0.016512,0.054105999999999994
conv-bn-relu_lut_QGAPT3.onnx,14,48,128,1,2,0.307328,0.006272,0.0509
conv-bn-relu_lut_3HO08M.onnx,7,64,80,1,1,0.2548,0.0052,0.046329999999999996
conv-bn-relu_lut_8MVH05.onnx,14,64,80,1,2,0.2548,0.0052,0.048496000000000004
conv-bn-relu_lut_5GXC9G.onnx,7,64,96,1,1,0.30576,0.00624,0.048937999999999995
conv-bn-relu_lut_JIWAKS.onnx,14,64,96,1,2,0.30576,0.00624,0.050522000000000004
conv-bn-relu_lut_TFAB2Y.onnx,7,64,112,1,1,0.35672,0.00728,0.051072000000000006
conv-bn-relu_lut_OL2B85.onnx,14,64,112,1,2,0.35672,0.00728,0.052233999999999996
conv-bn-relu_lut_DYEL80.onnx,7,64,128,1,1,0.40768,0.00832,0.05400200000000001
conv-bn-relu_lut_PL61LQ.onnx,14,64,128,1,2,0.40768,0.00832,0.05544199999999999
conv-bn-relu_lut_R31V14.onnx,14,80,80,1,2,0.31752,0.00648,0.054690000000000016
conv-bn-relu_lut_SVSJAE.onnx,7,80,96,1,1,0.381024,0.007776,0.054160000000000014
conv-bn-relu_lut_8N1RQT.onnx,14,80,96,1,2,0.381024,0.007776,0.054928000000000005
conv-bn-relu_lut_OXEVKM.onnx,7,80,112,1,1,0.444528,0.009072,0.05496200000000001
conv-bn-relu_lut_NCNYKK.onnx,14,80,112,1,2,0.444528,0.009072,0.05548199999999998
conv-bn-relu_lut_RVOSY7.onnx,7,80,128,1,1,0.508032,0.010368,0.05478399999999999
conv-bn-relu_lut_M83Z7I.onnx,14,80,128,1,2,0.508032,0.010368,0.05523599999999999
conv-bn-relu_lut_1SAGVS.onnx,7,96,80,1,1,0.38024,0.00776,0.053844
conv-bn-relu_lut_Q38EVQ.onnx,14,96,80,1,2,0.38024,0.00776,0.055244
conv-bn-relu_lut_72W9TL.onnx,14,96,96,1,2,0.456288,0.009312,0.055116
conv-bn-relu_lut_LRNP0I.onnx,7,96,112,1,1,0.532336,0.010864,0.05566999999999998
conv-bn-relu_lut_5ESJS5.onnx,14,96,112,1,2,0.532336,0.010864,0.05672
conv-bn-relu_lut_NIR9HJ.onnx,7,96,128,1,1,0.608384,0.012416,0.055963999999999986
conv-bn-relu_lut_BAAZP1.onnx,14,96,128,1,2,0.608384,0.012416,0.05767399999999999
conv-bn-relu_lut_C1JN97.onnx,7,112,80,1,1,0.44296,0.00904,0.05394600000000001
conv-bn-relu_lut_OTF9Q1.onnx,14,112,80,1,2,0.44296,0.00904,0.055022
conv-bn-relu_lut_3DV2IZ.onnx,7,112,96,1,1,0.531552,0.010848,0.056535999999999996
conv-bn-relu_lut_N6FL87.onnx,14,112,96,1,2,0.531552,0.010848,0.056889999999999996
conv-bn-relu_lut_QFJBRF.onnx,14,112,112,1,2,0.620144,0.012656,0.05706
conv-bn-relu_lut_YJ897Y.onnx,7,112,128,1,1,0.708736,0.014464,0.058532
conv-bn-relu_lut_W0R0L4.onnx,14,112,128,1,2,0.708736,0.014464,0.057774000000000006
conv-bn-relu_lut_LMTGWX.onnx,7,128,80,1,1,0.50568,0.01032,0.05577399999999999
conv-bn-relu_lut_7HIQ7H.onnx,14,128,80,1,2,0.50568,0.01032,0.056044
conv-bn-relu_lut_LOJZ5R.onnx,7,128,96,1,1,0.606816,0.012384,0.05613599999999998
conv-bn-relu_lut_0LYFDU.onnx,14,128,96,1,2,0.606816,0.012384,0.05748
conv-bn-relu_lut_4S5VEL.onnx,7,128,112,1,1,0.707952,0.014448,0.05700999999999999
conv-bn-relu_lut_B0DID9.onnx,14,128,112,1,2,0.707952,0.014448,0.059924000000000005
conv-bn-relu_lut_568T49.onnx,14,128,128,1,2,0.809088,0.016512,0.05916799999999999
conv-bn-relu_lut_RBHINS.onnx,6,48,80,1,1,0.14112,0.00392,0.050808000000000006
conv-bn-relu_lut_8B8FYG.onnx,6,80,80,1,1,0.23328,0.00648,0.050385999999999986
conv-bn-relu_lut_LAZI31.onnx,13,48,80,1,2,0.16562,0.00392,0.05290600000000001
conv-bn-relu_lut_BEINLZ.onnx,6,48,96,1,1,0.169344,0.004704,0.05197199999999999
conv-bn-relu_lut_YH1V7N.onnx,6,96,96,1,1,0.335232,0.009312,0.053470000000000004
conv-bn-relu_lut_YGR81O.onnx,13,48,96,1,2,0.198744,0.004704,0.05326
conv-bn-relu_lut_WN9PL7.onnx,6,48,112,1,1,0.197568,0.005488,0.051983999999999995
conv-bn-relu_lut_RGQ1HX.onnx,6,112,112,1,1,0.455616,0.012656,0.052820000000000006
conv-bn-relu_lut_9TMA8S.onnx,13,48,112,1,2,0.231868,0.005488,0.05378200000000001
conv-bn-relu_lut_X0JAYF.onnx,6,48,128,1,1,0.225792,0.006272,0.049955999999999987
conv-bn-relu_lut_45RU92.onnx,6,128,128,1,1,0.594432,0.016512,0.055276
conv-bn-relu_lut_IWKEOI.onnx,13,48,128,1,2,0.264992,0.006272,0.05482400000000001
conv-bn-relu_lut_KYVGFY.onnx,6,64,80,1,1,0.1872,0.0052,0.056221999999999994
conv-bn-relu_lut_D6O3UU.onnx,13,64,80,1,2,0.2197,0.0052,0.053550000000000014
